foundation_model,family,tumor_type,endpoint,outcome_type,subfamily,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha,recomputed_primary_balanced_accuracy,primary_sensitivity,primary_specificity,primary_auc,primary_pr_auc,equal_prior_balanced_accuracy,equal_prior_sensitivity,equal_prior_specificity,equal_prior_auc,equal_prior_pr_auc,optimized_balanced_accuracy,optimized_sensitivity,optimized_specificity,optimized_auc,optimized_pr_auc,recomputed_primary_crossing,equal_prior_crossing,optimized_crossing,median_primary_component,median_equal_component,median_optimized_component,median_optimized_threshold,primary_components_at_ceiling,equal_components_at_ceiling,optimized_components_at_ceiling,equal_prior_delta_ba,optimized_delta_ba,optimized_membership_change,equal_prior_membership_change,fastPLS_version_current,fastPLS_remote_sha_current,primary_binary_decision_rule,decision_rule_sensitivity_scope,decision_rule_sensitivity_status,primary_binary_tuning_objective,primary_binary_metric,binary_crossing_rule,binary_operating_threshold_rule,effect_threshold_crossing,standard_evidence,evidence_maturity
ProvGigaPath,thorsson,PCPG,Th2 Cells,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,175,,,-0.370309349224677,442.416316791735,-0.0216614420062696,,,,,,,,,,,1,1,11,0,5,0,FALSE,20263721,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PCPG,Wound Healing,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,175,,,0.0782937994046115,0.0830279277305887,0.291510599589481,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263722,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Aneuploidy Score,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,352,,,0.10557600645578,3.26409411766255,0.337722608270162,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263723,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,B Cells Memory,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0445792999491276,0.0302937131719727,0.24262712793946,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263724,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,B Cells Naive,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0458379051064123,0.0432175339747031,0.246992874629005,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263725,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,BCR Evenness,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,78,,,-0.244120549499681,0.102763944505019,0.0658455468582051,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263726,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
ProvGigaPath,thorsson,PRAD,BCR Richness,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,123,,,-0.0985017873639591,32.6772237685755,0.165018653585476,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263727,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,BCR Shannon,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,123,,,-0.0309094838413846,1.1242906867954,0.107221701064403,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263728,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,CTA Score,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0549186435338875,0.51457461854413,0.0441165692843545,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263729,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Dendritic Cells Activated,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.11638337649663,0.00816443146834544,-0.00849881507272857,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263730,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Dendritic Cells Resting,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0160744662397363,0.0182609844961397,0.110719854047065,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263731,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Eosinophils,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0999577414834814,0.00643874910061197,-0.0282490854086707,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263732,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Fraction Altered,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,365,,,0.179663582133318,0.180102141294546,0.458169945931006,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263733,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Homologous Recombination Defects,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,352,,,0.149111493510735,8.70390216840974,0.383825197363859,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263734,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,IFN-gamma Response,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.00912557762231481,0.614919861321727,0.134384674966931,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263735,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Indel Neoantigens,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,253,,,-0.0827695070037422,1.68536226293864,0.0609490035393637,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263736,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Intratumor Heterogeneity,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,350,,,0.0276012610178893,0.107146342704452,0.304850550835934,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263737,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Leukocyte Fraction,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,368,,,0.0200581344972326,0.0729189732850948,0.251911883826811,,,,,,,,,,,3,1,3,0,5,0,FALSE,20263738,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Lymphocyte Infiltration Signature Score,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0622527241486222,0.793773874436851,0.253790714300207,,,,,,,,,,,3,3,3,0,5,0,FALSE,20263739,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Macrophage Regulation,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0782426783130472,0.492433805362128,0.296821251979242,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263740,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Macrophages M0,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0638571785534796,0.0426036878697417,0.0629345211320457,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263741,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Macrophages M1,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0171624060153714,0.0397848124868634,0.138565599973721,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263742,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Macrophages M2,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0116701468540619,0.0747471031674965,0.121361446864803,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263743,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Mast Cells Activated,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0113707379495404,0.03241310462659,0.163358526740829,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263744,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Mast Cells Resting,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0165078636933018,0.0733929191047548,0.204966598368031,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263745,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Monocytes,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0329873219806229,0.0288249354022478,0.198529677852022,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263746,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,NK Cells Activated,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.00322373670857812,0.0260984258174817,0.148237132401713,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263747,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,NK Cells Resting,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0693373916467743,0.00844537393129769,-0.0506935116120102,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263748,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Neutrophils,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0373976442618953,0.00278737732573725,0.0806677657366907,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263749,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Nonsilent Mutation Rate,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,368,,,-0.0339544341014386,0.365870433157503,0.296687584326363,,,,,,,,,,,6,1,8,0,5,0,FALSE,20263750,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Number of Segments,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,365,,,0.103171096097956,0.629767454991134,0.360964664267049,,,,,,,,,,,2,2,4,0,5,0,FALSE,20263751,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Plasma Cells,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.072153739601859,0.0567955907019768,-0.0201534315753281,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263752,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Proliferation,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.229619308978389,0.445272061858445,0.470281365712595,,,,,,,,,,,4,3,4,0,5,0,FALSE,20263753,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",TRUE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,SNV Neoantigens,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,362,,,-0.0383632229247088,0.676261379745555,0.236649969578698,,,,,,,,,,,4,1,7,0,5,0,FALSE,20263754,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Silent Mutation Rate,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,368,,,-0.124670489340706,0.290140071271717,0.158207234458844,,,,,,,,,,,1,1,8,0,5,0,FALSE,20263755,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Stromal Fraction,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,350,,,0.0767668729272144,0.20715145428986,0.30985907106003,,,,,,,,,,,3,2,3,0,5,0,FALSE,20263756,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,T Cells CD4 Memory Activated,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.109258662195971,0.00108406303925021,-0.0279604848651961,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263757,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,T Cells CD4 Memory Resting,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0105565079300651,0.0711701101233411,0.137326623443191,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263758,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,T Cells CD8,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.023795142503084,0.0646704120897434,0.103631086852563,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263759,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,T Cells Follicular Helper,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0323747317202707,0.0413457601455326,0.292257819617618,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263760,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,T Cells Regulatory Tregs,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0589806428297833,0.0169542309472364,0.196593490894158,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263761,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,T Cells gamma delta,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0495483376464301,0.00196956834681602,-0.00203506311035026,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263762,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,TCR Evenness,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,269,,,-0.194029644379677,0.0300841054181714,-0.0220453288887116,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263763,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,TCR Richness,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,291,,,0.0210724602650373,14.5815671250905,0.245771609085927,,,,,,,,,,,2,1,5,0,5,0,FALSE,20263764,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,TCR Shannon,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,283,,,0.0288609860371409,0.922423444580427,0.217332229553397,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263765,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,TGF-beta Response,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.024010128573523,0.291077021786815,0.148094487922103,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263766,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,TIL Regional Fraction,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,301,,,0.270013531786413,3.04448210628677,0.628755802952631,,,,,,,,,,,8,7,14,0,5,0,FALSE,20263767,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",TRUE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Th1 Cells,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0685186710665461,622.130416138811,0.296171400198246,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263768,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Th17 Cells,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.00548035497906863,1051.04749872682,0.217843224554634,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263769,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Th2 Cells,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,-0.0548916200210352,392.203372145278,0.127454483159181,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263770,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,PRAD,Wound Healing,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,297,,,0.0598170986329482,0.0923723208475012,0.276967385174853,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263771,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,Aneuploidy Score,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,142,,,-0.1502247682422,6.96252459948762,0.102196485429701,,,,,,,,,,,1,1,6,0,5,0,FALSE,20263772,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,B Cells Memory,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,143,,,-0.00377207475762131,0.0313564208704096,0.0947875132989726,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263773,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,B Cells Naive,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,143,,,-0.298744443875302,0.0452844750542894,-0.136744016969034,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263774,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,BCR Evenness,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,62,,,-0.115807913631878,0.0860956738633512,0.276925788824255,,,,,,,,,,,8,1,19,0,5,0,FALSE,20263775,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
ProvGigaPath,thorsson,READ,BCR Richness,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,67,,,-0.460727262483301,53.7774018028314,-0.00429429069499816,,,,,,,,,,,1,1,4,0,5,0,FALSE,20263776,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
ProvGigaPath,thorsson,READ,BCR Shannon,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,67,,,-0.399832913577093,1.35555537354271,-0.26172514790986,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263777,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,FALSE,limited_evidence
ProvGigaPath,thorsson,READ,CTA Score,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,136,,,0.0337518166351968,0.99335959745191,0.261743237440962,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263778,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,Dendritic Cells Activated,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,143,,,-0.0101398692015044,0.0129943464171968,0.105677632768265,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263779,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,Dendritic Cells Resting,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,143,,,-0.0976463487887147,0.0187817102674659,0.0820352627654745,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263780,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
ProvGigaPath,thorsson,READ,Eosinophils,continuous,immune_inflammatory_and_genomic_context,Thorsson2018_PanImmune_MS,143,,,-0.24353156358468,0.0128981938457326,-0.0280429563401903,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263781,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","",FALSE,TRUE,standard_evidence
