family,tumor_type,endpoint,n,evidence_category,repeated_q2_mean,repeated_q2_sd,repeated_q2_min,repeated_q2_max,repeated_spearman_mean,repeated_spearman_sd,prediction_repeat_spearman_mean,prediction_repeat_spearman_min,prediction_repeat_spearman_sd,selected_components_median,selected_components_min,selected_components_max,selected_components_iqr,outer_fits,outer_fits_at_ceiling,outer_fit_ceiling_fraction,any_outer_fit_at_ceiling
rna_pathway_activity,STAD,HALLMARK_DNA_REPAIR,354,standard continuous internal evidence (>=100 patients),0.277695692922,0.0111086631889144,0.265025546095761,0.288284071685021,0.546973491208933,0.00667692836758238,0.961471004931978,0.938538070503011,0.0151448142533826,2,2,3,0,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_E2F_TARGETS,354,standard continuous internal evidence (>=100 patients),0.454035239362659,0.0039615817632283,0.448939243649278,0.459224054735446,0.6677670169478,0.00248131504866971,0.966081488209035,0.959351789422858,0.00561587890742131,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,354,standard continuous internal evidence (>=100 patients),0.225607973367551,0.044611742115219,0.153864094377655,0.262887763712805,0.497090897041151,0.0260039724289864,0.893168118037461,0.864849595967315,0.0170676354959545,3,1,6,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_G2M_CHECKPOINT,354,standard continuous internal evidence (>=100 patients),0.435582770937938,0.0226699003863176,0.40897179909566,0.459533950694394,0.649679228682703,0.0148332777508601,0.955296517183477,0.943436100349154,0.0069533883680958,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_GLYCOLYSIS,354,standard continuous internal evidence (>=100 patients),0.240545421083079,0.00768211497700699,0.233650367716902,0.253243907081614,0.508763340111732,0.00672427135112182,0.958887576189359,0.943838340940153,0.00900589457587252,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_HEDGEHOG_SIGNALING,354,standard continuous internal evidence (>=100 patients),0.224293700679886,0.0219120924632293,0.195939485292794,0.247258797831553,0.492419117383516,0.0201855510703293,0.933058807060445,0.910271674701785,0.0118813040048866,3,2,3,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_INTERFERON_GAMMA_RESPONSE,354,standard continuous internal evidence (>=100 patients),0.216319781437151,0.0204782941641478,0.183486251411686,0.239324612122223,0.471039231982861,0.0180520635485364,0.945087586062783,0.92393081299532,0.014952150237463,3,3,5,0,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_KRAS_SIGNALING_DN,354,standard continuous internal evidence (>=100 patients),0.18997510954574,0.018147136960324,0.172521779313581,0.217734266337691,0.46844346822279,0.0186549128657366,0.924528899038829,0.915294136741513,0.00773411245965485,2,2,3,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_KRAS_SIGNALING_UP,354,standard continuous internal evidence (>=100 patients),0.186836616853308,0.0127424502438411,0.173443212653295,0.202742262873207,0.465311131203604,0.0101573536723156,0.84707770317106,0.823275447567046,0.0156843855020763,2,1,5,2,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_MTORC1_SIGNALING,354,standard continuous internal evidence (>=100 patients),0.416593159161774,0.00659030637906559,0.406677244376718,0.42276334168653,0.584017712652252,0.00745944621857755,0.968460225993209,0.960744618476693,0.00366383712644002,3,3,4,0,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V1,354,standard continuous internal evidence (>=100 patients),0.318458305415701,0.0164087298047269,0.302965422782876,0.342506081072003,0.584721133252678,0.0105033511599968,0.934458398733497,0.908259119222948,0.0125129584079234,3,2,6,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_MYC_TARGETS_V2,354,standard continuous internal evidence (>=100 patients),0.366914701782864,0.0158763036701388,0.351591867101377,0.387011167270849,0.600727008616253,0.00994520717657463,0.93558107467487,0.913544241393046,0.0162406002535552,3,2,5,0,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_MYOGENESIS,354,standard continuous internal evidence (>=100 patients),0.399935767935048,0.0179983441167735,0.371539257931143,0.417359048042088,0.628432756233952,0.011991493105247,0.96607583465937,0.951075155016139,0.00804844066313634,3,2,4,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,354,standard continuous internal evidence (>=100 patients),0.248797131434701,0.0408646585218357,0.183282908518035,0.283743255569279,0.455555106217079,0.0317325069474424,0.902210794898551,0.856219411827956,0.0285549086427288,3,1,3,1,25,0,0,FALSE
rna_pathway_activity,STAD,HALLMARK_UV_RESPONSE_DN,354,standard continuous internal evidence (>=100 patients),0.337926046100366,0.0125568684278352,0.324020947389591,0.357422301596765,0.578648084792425,0.010780670609212,0.951215141233921,0.931641280921231,0.0187813598549218,2,2,3,1,25,0,0,FALSE
rna_pathway_activity,LIHC,GOBP_VITAMIN_B6_METABOLIC_PROCESS,358,standard continuous internal evidence (>=100 patients),0.267013801339086,0.00421056170428878,0.26132025712254,0.27259316804978,0.434389874591003,0.00568081789404763,0.99163620942378,0.989674723315199,0.00103130070551177,1,1,1,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_ADIPOGENESIS,358,standard continuous internal evidence (>=100 patients),0.477994985917987,0.018753754572975,0.449128129342153,0.499080566562203,0.674335872130711,0.01534877668597,0.961351442430351,0.941649985961923,0.0133735275076924,2,1,4,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_ALLOGRAFT_REJECTION,358,standard continuous internal evidence (>=100 patients),0.402267912156298,0.0105750542679871,0.391685041963367,0.419649512815204,0.606914867532734,0.00741940305167323,0.968536662264539,0.959672077853721,0.00590964202876583,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_ANGIOGENESIS,358,standard continuous internal evidence (>=100 patients),0.350632575182734,0.0177171757886753,0.321808378933275,0.365945851866965,0.598298953885409,0.0138806146419198,0.964462233127795,0.956718262537271,0.00502878461012958,2,2,3,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_APICAL_JUNCTION,358,standard continuous internal evidence (>=100 patients),0.353496646700931,0.0112071319288289,0.33581136825532,0.366876719257326,0.590485178681111,0.0105069304712713,0.962082154721181,0.949323785784836,0.00733046356456556,2,2,4,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_APICAL_SURFACE,358,standard continuous internal evidence (>=100 patients),0.364287113622865,0.0111264494248927,0.34707665368626,0.376434374446791,0.615267882724587,0.00577716270467785,0.955075121036728,0.939085601405717,0.00927780920863319,3,2,4,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_APOPTOSIS,358,standard continuous internal evidence (>=100 patients),0.257416905535842,0.0231129133468435,0.221710893797263,0.28026618831358,0.518472604958325,0.0210180880625641,0.948674882722887,0.933919170755711,0.00884272052541538,2,2,3,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_BILE_ACID_METABOLISM,358,standard continuous internal evidence (>=100 patients),0.557169043662522,0.0189438608267827,0.540241067794872,0.578218179693404,0.684450924204979,0.0121912139879094,0.932302601562248,0.92101224797664,0.00818751522443601,2,1,9,3,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_COAGULATION,358,standard continuous internal evidence (>=100 patients),0.253782202885535,0.0232088336637055,0.223115815717148,0.286482133184343,0.49154178096442,0.00981517707290386,0.912084397413437,0.888658371800191,0.0146050995718793,2,2,7,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_COMPLEMENT,358,standard continuous internal evidence (>=100 patients),0.197699108439133,0.038067961414219,0.154888790958658,0.237851567798058,0.471123002974084,0.0161091971775735,0.882255570409487,0.827077311682831,0.0331691197328488,3,2,8,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_DNA_REPAIR,358,standard continuous internal evidence (>=100 patients),0.267668166464836,0.0204315924097439,0.237697305891378,0.287204565472708,0.506425045236345,0.0202326710190837,0.946158621242493,0.916659201923249,0.0185845593403836,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_E2F_TARGETS,358,standard continuous internal evidence (>=100 patients),0.44840785538708,0.0138248977165611,0.434082754318335,0.463404127953355,0.66882222302718,0.00449739397640581,0.965325126954036,0.946876047379784,0.0153901964922341,2,2,5,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,358,standard continuous internal evidence (>=100 patients),0.317886610092485,0.041629422462849,0.246648334501152,0.353065878279936,0.573889622141009,0.0200629768816567,0.946756393536391,0.921043894129756,0.0211027474157982,3,2,7,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_ESTROGEN_RESPONSE_EARLY,358,standard continuous internal evidence (>=100 patients),0.218013129566787,0.0164193818929504,0.195139949746696,0.23545399152497,0.478085888967249,0.00973046841992342,0.94160181057842,0.888549310264247,0.0299907570029331,2,2,6,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_ESTROGEN_RESPONSE_LATE,358,standard continuous internal evidence (>=100 patients),0.198123996307117,0.0194309329904214,0.166977154653628,0.215585322992463,0.476083550551918,0.0181571147613213,0.905482696027322,0.828430250113148,0.0467251341427078,2,1,7,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_FATTY_ACID_METABOLISM,358,standard continuous internal evidence (>=100 patients),0.496108122605259,0.0289638722336204,0.454780878335117,0.524882164963579,0.651464700350815,0.0198258209320715,0.926083844782681,0.904119479135704,0.0136898095618655,3,1,7,2,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_G2M_CHECKPOINT,358,standard continuous internal evidence (>=100 patients),0.447092288254542,0.0224614151225669,0.422096158995589,0.468835544889088,0.667536918441456,0.0136330877628919,0.974104162136058,0.966648093077352,0.00605300567285938,2,2,5,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_HEDGEHOG_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.200406971514984,0.0172052667595835,0.174927152867182,0.217145524957507,0.47839727665237,0.0160686863200413,0.928129572427779,0.883644418069744,0.0284459258093546,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_HYPOXIA,358,standard continuous internal evidence (>=100 patients),0.209644269326482,0.0114661127483189,0.194942976575147,0.224415948476466,0.483806048835245,0.00791528542008125,0.957420074828768,0.941150709050368,0.0113817751725597,2,2,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_IL2_STAT5_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.310706338810266,0.0390010740511272,0.243182759116663,0.338671675725202,0.574447797512743,0.0168686290189198,0.923035038699192,0.885149048804253,0.0260026713210367,3,2,11,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_IL6_JAK_STAT3_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.311458333749388,0.0299069139135221,0.262374389213781,0.33554246092703,0.549041795022112,0.0229514660916894,0.934221744594883,0.900370325376069,0.0240346700442671,3,2,7,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_INFLAMMATORY_RESPONSE,358,standard continuous internal evidence (>=100 patients),0.309229909412996,0.0244006891551934,0.27302830538774,0.331050639533282,0.559559668625546,0.0177816118424448,0.950750007290385,0.935633555331533,0.00994305418979023,3,2,4,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_INTERFERON_GAMMA_RESPONSE,358,standard continuous internal evidence (>=100 patients),0.238387070552383,0.0239789629014587,0.206407752944591,0.265457662794078,0.482264070409291,0.0192533211252004,0.940164395226976,0.923866940218455,0.00967792023982142,3,2,3,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_KRAS_SIGNALING_UP,358,standard continuous internal evidence (>=100 patients),0.234437280805066,0.0287504999734879,0.198225831702908,0.273983678348692,0.496610814693597,0.0169035954330024,0.932027436953213,0.883347833461204,0.0279254527121544,2,2,8,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_MITOTIC_SPINDLE,358,standard continuous internal evidence (>=100 patients),0.274154075695797,0.0187516704278823,0.254655700825881,0.297635965571445,0.545641742792883,0.0188345639918738,0.944517441280367,0.911277263585909,0.0156846929933414,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_MTORC1_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.225657549763158,0.0132923485240847,0.205968090212422,0.240712581338381,0.499711614622039,0.0130613408272577,0.894718243968041,0.862562326248562,0.0187460078417446,3,2,7,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V1,358,standard continuous internal evidence (>=100 patients),0.348112580715037,0.00802533095003263,0.340733339339286,0.361585637337513,0.584770720351445,0.0070952313440136,0.96748185151965,0.962546647018154,0.00318135857570478,3,2,3,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_MYC_TARGETS_V2,358,standard continuous internal evidence (>=100 patients),0.270062787660581,0.0136902445780912,0.252757865901983,0.285653800745723,0.482334738099968,0.00917854542338682,0.947790699666369,0.938083124505774,0.00658191495878126,2,2,4,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_MYOGENESIS,358,standard continuous internal evidence (>=100 patients),0.292279087590082,0.0279588473500377,0.262756129157664,0.335230186166811,0.546310967392824,0.0201054445939375,0.938195062964729,0.91996949415455,0.010571634177317,3,2,4,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_NOTCH_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.320862601428,0.00973674733083703,0.308228079373932,0.329561101760872,0.584296237285472,0.0179521167171522,0.930201741610729,0.916970432685298,0.0117434344236352,3,2,7,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_OXIDATIVE_PHOSPHORYLATION,358,standard continuous internal evidence (>=100 patients),0.203538120917989,0.029780179933073,0.151176833274341,0.221794186209573,0.457220037141076,0.0270697925515141,0.927173753988298,0.892689202476403,0.0180390547807325,2,1,2,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_P53_PATHWAY,358,standard continuous internal evidence (>=100 patients),0.264201140060113,0.0101280716083334,0.247431751929362,0.273943635783352,0.510879986672,0.00688150937863041,0.902845656088177,0.878780587412756,0.0184911012308135,2,2,8,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_PEROXISOME,358,standard continuous internal evidence (>=100 patients),0.374098447840749,0.0241771954849658,0.341545761792347,0.39835046645057,0.51750093728844,0.00991624073152508,0.934856393811006,0.919088894174872,0.0111776765298952,1,1,3,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_PI3K_AKT_MTOR_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.279335698264425,0.0214452776630058,0.257630471052867,0.304078404199753,0.534036130753012,0.0133998664330551,0.943703455145305,0.916580740386598,0.0149502295339549,2,2,5,1,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,358,standard continuous internal evidence (>=100 patients),0.322659528895214,0.0329495992750365,0.286121890214513,0.35272912761839,0.586248935701948,0.0257220621925147,0.941519216734172,0.90469957143001,0.0239895961799618,3,2,5,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_SPERMATOGENESIS,358,standard continuous internal evidence (>=100 patients),0.218965321336711,0.0281080180183971,0.190656238387015,0.255332130221391,0.486758556459418,0.0193009785597118,0.920525995680169,0.893511217842049,0.0129009170040052,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_TGF_BETA_SIGNALING,358,standard continuous internal evidence (>=100 patients),0.191928622454355,0.0163774640340356,0.17217580357974,0.211449744127431,0.451053692667992,0.011768649509905,0.915653220408003,0.88498114111582,0.0185936524738588,2,1,4,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,358,standard continuous internal evidence (>=100 patients),0.197849691464122,0.0179943608692901,0.180200272071393,0.224835614402353,0.451525769580175,0.0110505028060177,0.925386635568001,0.898248202348119,0.0189925195379526,2,1,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_UV_RESPONSE_UP,358,standard continuous internal evidence (>=100 patients),0.228865872358768,0.0118403298445318,0.216657640698271,0.244380729055716,0.518648201877349,0.0103881216716968,0.96732838075396,0.958657570184825,0.00554462081017138,2,2,3,0,25,0,0,FALSE
rna_pathway_activity,LIHC,HALLMARK_XENOBIOTIC_METABOLISM,358,standard continuous internal evidence (>=100 patients),0.510621335937407,0.0083832463954912,0.500480906081489,0.517677157837097,0.63630671608523,0.00364392108689487,0.93688310761039,0.92315712485022,0.0107690030527879,2,1,4,1,25,0,0,FALSE
aneuploidy,STAD,Aneuploidy score,360,standard continuous internal evidence (>=100 patients),0.244477208988575,0.00871520140380341,0.232488569100248,0.254747372398573,0.533379517154823,0.0111890696321684,0.925252663986605,0.898858787490644,0.0189918050113122,3,2,5,0,25,0,0,FALSE
thorsson,STAD,Aneuploidy Score,360,standard continuous internal evidence (>=100 patients),0.232264460153538,0.0180865867831055,0.210407109789817,0.248174456799439,0.525943604926647,0.013697040846199,0.947282386438167,0.928740705303796,0.00927273946665409,3,3,5,0,25,0,0,FALSE
thorsson,LIHC,Leukocyte Fraction,363,standard continuous internal evidence (>=100 patients),0.397848266758099,0.0378527560470592,0.331900238634809,0.422061322631667,0.657078481538552,0.0035157911511502,0.942587698589708,0.900063522615005,0.0287065655305389,3,2,12,0,25,0,0,FALSE
thorsson,STAD,Homologous Recombination Defects,363,standard continuous internal evidence (>=100 patients),0.226535769477209,0.0220745574270911,0.1909499561799,0.250077733377819,0.523035792556014,0.0170848600400921,0.93758890531869,0.911410538231232,0.0158072202108826,2,2,3,1,25,0,0,FALSE
microsatellite_instability,STAD,MANTIS score,371,standard continuous internal evidence (>=100 patients),0.196646897446415,0.0292144871771699,0.168651728871144,0.242968156985957,0.310386742346532,0.0102934071243881,0.866089552729845,0.838984154139358,0.0128056138340151,3,2,6,2,25,0,0,FALSE
thorsson,STAD,Fraction Altered,371,standard continuous internal evidence (>=100 patients),0.314600149180124,0.0144005141005752,0.291590275112675,0.330821485426278,0.585943689972905,0.0135956013779874,0.957899336602928,0.950153100670447,0.00551167494854781,3,2,3,0,25,0,0,FALSE
thorsson,STAD,Number of Segments,371,standard continuous internal evidence (>=100 patients),0.369526140739131,0.00890161396140661,0.359050121382462,0.378818085354264,0.635846030209443,0.00466857513274765,0.945893377074144,0.931995337655715,0.0115519503658874,3,2,5,1,25,0,0,FALSE
thorsson,STAD,Nonsilent Mutation Rate,372,standard continuous internal evidence (>=100 patients),0.264818359509118,0.0192201090888222,0.238102957673758,0.29178780048345,0.48897943808115,0.00825576564381434,0.884287390326007,0.855119953434519,0.0208457217962586,5,2,9,3,25,0,0,FALSE
thorsson,STAD,Silent Mutation Rate,372,standard continuous internal evidence (>=100 patients),0.243286382757079,0.0533105205884178,0.161640708078653,0.294069930370357,0.466616408607057,0.0274335258122239,0.886219312319968,0.845072569747403,0.0248041745752142,5,2,9,3,25,0,0,FALSE
thorsson,BLCA,IFN-gamma Response,373,standard continuous internal evidence (>=100 patients),0.213460989266986,0.0280066777110324,0.176940641754751,0.252582396787646,0.478844040025795,0.0276406987220342,0.884589722612371,0.869187214797707,0.0116609205462186,4,2,6,3,25,0,0,FALSE
thorsson,BLCA,Lymphocyte Infiltration Signature Score,373,standard continuous internal evidence (>=100 patients),0.349935551025049,0.0135162398116366,0.334221355041956,0.370932104829476,0.59155053110295,0.0085495702931749,0.963808334809398,0.95865477243707,0.00300428169213195,4,3,4,0,25,0,0,FALSE
thorsson,BLCA,Macrophage Regulation,373,standard continuous internal evidence (>=100 patients),0.422880498219081,0.0166224909240218,0.400169597845211,0.43993420101658,0.64465696695492,0.00989423764965609,0.950229479887212,0.935552779680347,0.0097175385762501,4,3,7,1,25,0,0,FALSE
thorsson,BLCA,Proliferation,373,standard continuous internal evidence (>=100 patients),0.333997808673667,0.0179820512527212,0.315465823449983,0.361579597916274,0.60368554236242,0.0175353049041814,0.959199035648003,0.939412592535383,0.0129021141429759,3,2,4,0,25,0,0,FALSE
thorsson,BLCA,TGF-beta Response,373,standard continuous internal evidence (>=100 patients),0.304472150720413,0.0213045594702667,0.275840060605248,0.333748774080692,0.566535406692554,0.01614371001002,0.891356858798648,0.857609163656343,0.031456354148811,3,1,5,1,25,0,0,FALSE
thorsson,BLCA,Th1 Cells,373,standard continuous internal evidence (>=100 patients),0.33927456440282,0.0180429338081192,0.312239379232788,0.36036326842673,0.593474714895983,0.0130612575835451,0.923981295678036,0.902602853190682,0.0115625886100407,4,2,6,2,25,0,0,FALSE
thorsson,BLCA,Th2 Cells,373,standard continuous internal evidence (>=100 patients),0.246763311438802,0.0308312129762344,0.196896947439404,0.274928339845094,0.472786885700795,0.02796209826545,0.899506308384525,0.846348138840419,0.0272742102432747,3,1,4,1,25,0,0,FALSE
thorsson,BLCA,Wound Healing,373,standard continuous internal evidence (>=100 patients),0.372556387503539,0.0163947143959139,0.347338883248281,0.387789054774374,0.606787470217207,0.0138398876222219,0.961220905146001,0.944645723659414,0.0117647991546009,3,2,4,0,25,0,0,FALSE
thorsson,BLCA,Stromal Fraction,376,standard continuous internal evidence (>=100 patients),0.366367324153592,0.00996369105178069,0.35274020084834,0.379586615496511,0.609847698881812,0.00767067704891958,0.956428918110503,0.939402675094531,0.00942972820234626,3,2,4,0,25,0,0,FALSE
thorsson,BLCA,Homologous Recombination Defects,377,standard continuous internal evidence (>=100 patients),0.241618096624351,0.0265169564099229,0.206555194991864,0.266292288350037,0.49728150575688,0.0137464267023934,0.913160632878168,0.896616894966125,0.0123637363725897,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_ALLOGRAFT_REJECTION,382,standard continuous internal evidence (>=100 patients),0.450154689427651,0.0221394985289176,0.423751771543749,0.476671097357717,0.662075656124027,0.016275902532235,0.955015951358984,0.946959403713348,0.00657517262909732,4,3,6,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_ANGIOGENESIS,382,standard continuous internal evidence (>=100 patients),0.239674302107109,0.0180825706456849,0.210124888768859,0.255559609981964,0.505641923394082,0.0133386136159321,0.905680586831763,0.881006381727608,0.026671886684479,3,1,5,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_APICAL_JUNCTION,382,standard continuous internal evidence (>=100 patients),0.303880331425381,0.0209944282897377,0.284265050123689,0.339718583469983,0.573492037129386,0.0137323705710475,0.90999765242323,0.884334752607279,0.0181715569522891,5,1,6,2,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_APICAL_SURFACE,382,standard continuous internal evidence (>=100 patients),0.241999951616276,0.0148243838912647,0.229462391752677,0.262727380350942,0.520028984661745,0.0105507439944571,0.884372059810788,0.840172754095047,0.0304609935061274,4,1,7,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_APOPTOSIS,382,standard continuous internal evidence (>=100 patients),0.370319133971229,0.0118242382805339,0.356475366665323,0.386519410856119,0.610402100828261,0.00686827901010984,0.950413473820537,0.937276537547074,0.00609201246110571,3,2,5,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_COAGULATION,382,standard continuous internal evidence (>=100 patients),0.205760147958723,0.0242206652761712,0.181560234399,0.237332839046144,0.503868959362596,0.0187422739318933,0.904530844693858,0.876880631264578,0.0213387090096592,3,1,5,0,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_COMPLEMENT,382,standard continuous internal evidence (>=100 patients),0.387323875168195,0.0162951404689887,0.364795203732093,0.407701534849725,0.639132221099323,0.0115742688496292,0.939529414727907,0.915970529246706,0.0107403059546904,4,3,8,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_E2F_TARGETS,382,standard continuous internal evidence (>=100 patients),0.411790945960277,0.0150045441201018,0.389632380048661,0.429808326648046,0.632846872227995,0.0072350403870891,0.964623105214387,0.950337072628816,0.00763787688540523,3,3,5,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,382,standard continuous internal evidence (>=100 patients),0.330923813986211,0.0135384582033291,0.308552495057564,0.342891996758372,0.579190760902266,0.0136178567710223,0.928082367760979,0.900963259939178,0.0200951742823595,3,1,5,0,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_EARLY,382,standard continuous internal evidence (>=100 patients),0.324283484686594,0.008880017658926,0.314153516246411,0.33376516006315,0.525745877667032,0.00575495252389646,0.951943628880081,0.93936535344808,0.0101793931781185,3,2,4,0,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_ESTROGEN_RESPONSE_LATE,382,standard continuous internal evidence (>=100 patients),0.270540986363995,0.0209423160702321,0.240767324397255,0.295994853408351,0.486856960672761,0.00995725000065943,0.915522928914708,0.894303504326118,0.0146477653512252,3,2,5,0,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_G2M_CHECKPOINT,382,standard continuous internal evidence (>=100 patients),0.390494507339399,0.0119385560367848,0.376447651162975,0.403325002899985,0.61726008190578,0.00913751799579832,0.958312418444311,0.942920193907043,0.0103173754188257,3,3,5,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_IL2_STAT5_SIGNALING,382,standard continuous internal evidence (>=100 patients),0.364355614836782,0.0155640158510592,0.349505663218921,0.388550626562559,0.608166036645663,0.0111242044278775,0.947082455055099,0.93343086020444,0.0101285961667993,4,3,6,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_IL6_JAK_STAT3_SIGNALING,382,standard continuous internal evidence (>=100 patients),0.395556811759646,0.021768869750585,0.362186119940615,0.42161598493212,0.629029568165352,0.0127414034904615,0.941790192510983,0.920188202248098,0.0125172983254731,5,3,6,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_INFLAMMATORY_RESPONSE,382,standard continuous internal evidence (>=100 patients),0.443656081774426,0.0244475735593823,0.403017166231675,0.467714183508936,0.66418694676275,0.0133829135763032,0.956853820883014,0.941947364982314,0.00831399523321825,5,3,6,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_INTERFERON_ALPHA_RESPONSE,382,standard continuous internal evidence (>=100 patients),0.330883195790691,0.00837736456101612,0.324429911026908,0.34332652105302,0.569875627944495,0.00642432782181084,0.947696893717848,0.938298879782865,0.00745135874413051,4,3,6,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_INTERFERON_GAMMA_RESPONSE,382,standard continuous internal evidence (>=100 patients),0.401682408309581,0.0138498853206767,0.385327317846726,0.418790264417738,0.626186212458819,0.0142985365266375,0.943027293351622,0.929644383559816,0.00703731960620905,5,3,6,1,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_KRAS_SIGNALING_UP,382,standard continuous internal evidence (>=100 patients),0.27564954742998,0.0368554217321653,0.224993766571841,0.319905672209057,0.563198865585461,0.0178451282362977,0.918599772174186,0.892733501814932,0.0139683087376127,4,2,6,2,25,0,0,FALSE
rna_pathway_activity,BLCA,HALLMARK_MTORC1_SIGNALING,382,standard continuous internal evidence (>=100 patients),0.276348800780757,0.0125503636930679,0.262214212854198,0.289685656837426,0.506949160916216,0.0146446330833763,0.944226096722531,0.927968250342745,0.010888209366887,2,1,4,1,25,0,0,FALSE
