outcome_type,family,subfamily,tumor_type,endpoint,source,primary_best_foundation_model,alternative_partitions,primary_winner_repeat_count,primary_winner_repeat_proportion,modal_repeat_winner,modal_repeat_winner_count,modal_repeat_winner_proportion,modal_repeat_winner_tied
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATM,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ATR,TCGA_MC3_Bailey2018,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,BCOR,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD3,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CHD4,TCGA_MC3_Bailey2018,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTCF,TCGA_MC3_Bailey2018,GigaSSL,5,0,0,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNNB1,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,CTNND1,TCGA_MC3_Bailey2018,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,DICER1,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,EP300,TCGA_MC3_Bailey2018,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB2,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ERBB3,TCGA_MC3_Bailey2018,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FAT1,TCGA_MC3_Bailey2018,GigaSSL,5,2,0.4,TITAN,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FBXW7,TCGA_MC3_Bailey2018,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FGFR2,TCGA_MC3_Bailey2018,TITAN,5,2,0.4,ProvGigaPath,2,0.4,TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,FOXA2,TCGA_MC3_Bailey2018,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,INPPL1,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KANSL1,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KMT2B,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KMT2C,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,KRAS,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,MAP3K1,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,MSH6,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,PBRM1,TCGA_MC3_Bailey2018,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,PDS5B,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,PIK3R1,TCGA_MC3_Bailey2018,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,PPP2R1A,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,PTEN,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,RB1,TCGA_MC3_Bailey2018,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,RPL22,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,SCAF4,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,SIN3A,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,SMC1A,TCGA_MC3_Bailey2018,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,SOS1,TCGA_MC3_Bailey2018,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,SOX17,TCGA_MC3_Bailey2018,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,TAF1,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,TP53,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ZFHX3,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UCEC,ZMYM2,TCGA_MC3_Bailey2018,GigaSSL,5,0,0,TITAN,3,0.6,FALSE
binary,driver_mutation,Bailey_tissue_specific_driver,UVM,GNA11,TCGA_MC3_Bailey2018,GigaSSL,5,2,0.4,GigaSSL,2,0.4,TRUE
binary,driver_mutation,Bailey_tissue_specific_driver,UVM,GNAQ,TCGA_MC3_Bailey2018,TITAN,5,5,1,TITAN,5,1,FALSE
binary,fusion,fusion,BLCA,Any called fusion,Gao2018_TableS1,TITAN,5,5,1,TITAN,5,1,FALSE
binary,fusion,fusion,COAD,Any called fusion,Gao2018_TableS1,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,fusion,fusion,DLBC,Any called fusion,Gao2018_TableS1,ProvGigaPath,5,1,0.2,GigaSSL,3,0.6,FALSE
binary,fusion,fusion,KIRC,Any called fusion,Gao2018_TableS1,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,fusion,fusion,KIRP,Any called fusion,Gao2018_TableS1,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,fusion,fusion,LGG,Any called fusion,Gao2018_TableS1,TITAN,5,5,1,TITAN,5,1,FALSE
binary,fusion,fusion,LIHC,Any called fusion,Gao2018_TableS1,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
binary,fusion,fusion,LUAD,Any called fusion,Gao2018_TableS1,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,fusion,fusion,LUSC,Any called fusion,Gao2018_TableS1,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,fusion,fusion,MESO,Any called fusion,Gao2018_TableS1,GigaSSL,5,3,0.6,GigaSSL,3,0.6,FALSE
binary,fusion,fusion,PAAD,Any called fusion,Gao2018_TableS1,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,fusion,fusion,PCPG,Any called fusion,Gao2018_TableS1,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
binary,fusion,fusion,PRAD,Any called fusion,Gao2018_TableS1,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,fusion,fusion,READ,Any called fusion,Gao2018_TableS1,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,fusion,fusion,SARC,Any called fusion,Gao2018_TableS1,GigaSSL,5,2,0.4,TITAN,3,0.6,FALSE
binary,fusion,fusion,TGCT,Any called fusion,Gao2018_TableS1,TITAN,5,2,0.4,GigaSSL,3,0.6,FALSE
binary,fusion,fusion,THCA,Any called fusion,Gao2018_TableS1,ProvGigaPath,5,1,0.2,GigaSSL,2,0.4,TRUE
binary,fusion,fusion,THYM,Any called fusion,Gao2018_TableS1,GigaSSL,5,1,0.2,TITAN,3,0.6,FALSE
binary,fusion,fusion,UCEC,Any called fusion,Gao2018_TableS1,TITAN,5,5,1,TITAN,5,1,FALSE
binary,fusion,recurrent_fusion_pair,PRAD,Fusion pair: TMPRSS2--ERG,Gao2018_TableS1,TITAN,5,5,1,TITAN,5,1,FALSE
binary,fusion,recurrent_fusion_pair,THCA,Fusion pair: CCDC6--RET,Gao2018_TableS1,TITAN,5,5,1,TITAN,5,1,FALSE
binary,microsatellite_instability,microsatellite_instability,COAD,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,TITAN,5,5,1,TITAN,5,1,FALSE
binary,microsatellite_instability,microsatellite_instability,STAD,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,TITAN,5,5,1,TITAN,5,1,FALSE
binary,microsatellite_instability,microsatellite_instability,UCEC,MSI-H (MANTIS >0.4),Bonneville2017_cBioPortal,TITAN,5,5,1,TITAN,5,1,FALSE
binary,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,COAD,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,STAD,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,TITAN,5,5,1,TITAN,5,1,FALSE
binary,microsatellite_instability_sensitivity,microsatellite_instability_sensitivity,UCEC,MSI-H strict (MANTIS >0.6),cBioPortal_threshold_documentation,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,HIPPO,SanchezVega2018_TableS4,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,MYC,SanchezVega2018_TableS4,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,NOTCH,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,NRF2,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,RTK RAS,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,BLCA,WNT,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,HIPPO,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,NOTCH,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,RTK RAS,SanchezVega2018_TableS4,GigaSSL,5,3,0.6,GigaSSL,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,TGF-Beta,SanchezVega2018_TableS4,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,CESC,WNT,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,HIPPO,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,MYC,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,NOTCH,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,PI3K,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,RTK RAS,SanchezVega2018_TableS4,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,TGF-Beta,SanchezVega2018_TableS4,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,COAD,WNT,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,HIPPO,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,MYC,SanchezVega2018_TableS4,GigaSSL,5,3,0.6,GigaSSL,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,NOTCH,SanchezVega2018_TableS4,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,NRF2,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,PI3K,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,TGF-Beta,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,ESCA,WNT,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,GBM,PI3K,SanchezVega2018_TableS4,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,GBM,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,HNSC,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,HNSC,HIPPO,SanchezVega2018_TableS4,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,HNSC,NRF2,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,HNSC,PI3K,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,HNSC,TP53,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,KICH,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,KIRC,PI3K,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,KIRC,RTK RAS,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,ProvGigaPath,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,KIRC,WNT,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,ProvGigaPath,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,KIRP,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,KIRP,HIPPO,SanchezVega2018_TableS4,TITAN,5,1,0.2,GigaSSL,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,KIRP,RTK RAS,SanchezVega2018_TableS4,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,KIRP,WNT,SanchezVega2018_TableS4,ProvGigaPath,5,1,0.2,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,HIPPO,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,MYC,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,NOTCH,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,PI3K,SanchezVega2018_TableS4,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,RTK RAS,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,TGF-Beta,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LGG,WNT,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LIHC,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LIHC,MYC,SanchezVega2018_TableS4,ProvGigaPath,5,1,0.2,GigaSSL,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,LIHC,RTK RAS,SanchezVega2018_TableS4,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LIHC,TGF-Beta,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LIHC,TP53,SanchezVega2018_TableS4,TITAN,5,1,0.2,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LIHC,WNT,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,HIPPO,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,MYC,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,NOTCH,SanchezVega2018_TableS4,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,NRF2,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,ProvGigaPath,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,RTK RAS,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,TGF-Beta,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,TP53,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUAD,WNT,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,Cell Cycle,SanchezVega2018_TableS4,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,MYC,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,NRF2,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,PI3K,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,RTK RAS,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,TGF-Beta,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,TP53,SanchezVega2018_TableS4,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,LUSC,WNT,SanchezVega2018_TableS4,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,MESO,Cell Cycle,SanchezVega2018_TableS4,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PAAD,MYC,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PAAD,RTK RAS,SanchezVega2018_TableS4,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PAAD,TP53,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PCPG,Cell Cycle,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PCPG,RTK RAS,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PRAD,MYC,SanchezVega2018_TableS4,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PRAD,NOTCH,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PRAD,PI3K,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PRAD,RTK RAS,SanchezVega2018_TableS4,TITAN,5,1,0.2,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PRAD,TP53,SanchezVega2018_TableS4,ProvGigaPath,5,0,0,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,PRAD,WNT,SanchezVega2018_TableS4,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,READ,Cell Cycle,SanchezVega2018_TableS4,GigaSSL,5,1,0.2,ProvGigaPath,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,READ,NOTCH,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,READ,PI3K,SanchezVega2018_TableS4,ProvGigaPath,5,3,0.6,ProvGigaPath,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,READ,RTK RAS,SanchezVega2018_TableS4,GigaSSL,5,5,1,GigaSSL,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,READ,TGF-Beta,SanchezVega2018_TableS4,ProvGigaPath,5,5,1,ProvGigaPath,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,SARC,Cell Cycle,SanchezVega2018_TableS4,TITAN,5,2,0.4,ProvGigaPath,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,SARC,HIPPO,SanchezVega2018_TableS4,ProvGigaPath,5,0,0,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,SARC,RTK RAS,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,SARC,TP53,SanchezVega2018_TableS4,GigaSSL,5,0,0,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,Cell Cycle,SanchezVega2018_TableS4,GigaSSL,5,2,0.4,GigaSSL,2,0.4,TRUE
binary,oncogenic_pathway,oncogenic_pathway,STAD,HIPPO,SanchezVega2018_TableS4,GigaSSL,5,4,0.8,GigaSSL,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,MYC,SanchezVega2018_TableS4,ProvGigaPath,5,4,0.8,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,NOTCH,SanchezVega2018_TableS4,TITAN,5,1,0.2,ProvGigaPath,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,PI3K,SanchezVega2018_TableS4,TITAN,5,3,0.6,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,RTK RAS,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,TGF-Beta,SanchezVega2018_TableS4,TITAN,5,4,0.8,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,TP53,SanchezVega2018_TableS4,ProvGigaPath,5,1,0.2,TITAN,4,0.8,FALSE
binary,oncogenic_pathway,oncogenic_pathway,STAD,WNT,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,TGCT,RTK RAS,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
binary,oncogenic_pathway,oncogenic_pathway,THCA,Cell Cycle,SanchezVega2018_TableS4,ProvGigaPath,5,2,0.4,TITAN,3,0.6,FALSE
binary,oncogenic_pathway,oncogenic_pathway,THCA,PI3K,SanchezVega2018_TableS4,TITAN,5,5,1,TITAN,5,1,FALSE
