outcome_type,family,tumor_type,endpoint,p_permutation,permutations,permutation_exceedances,permutation_attempted,permutation_stopped_early,p_mc_lower_95,p_mc_upper_95,p_mc_status
continuous,thorsson,LUSC,TIL Regional Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LUAD,Th2 Cells,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,TGCT,B Cells Naive,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,STAD,Number of Segments,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LGG,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,Wound Healing,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,CESC,TIL Regional Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,GBM,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,Homologous Recombination Defects,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,Th1 Cells,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KICH,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SKCM,TIL Regional Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,Number of Segments,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LIHC,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UCEC,Fraction Altered,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRC,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UCEC,Aneuploidy Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SKCM,TCR Shannon,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UVM,Dendritic Cells Activated,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THCA,BCR Shannon,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THCA,IFN-gamma Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LIHC,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LUSC,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,TGCT,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THYM,Th2 Cells,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,GBM,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,PRAD,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,STAD,Wound Healing,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UCEC,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Th2 Cells,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,CESC,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THCA,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRC,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,Wound Healing,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,Th1 Cells,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UVM,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LGG,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THYM,T Cells Regulatory Tregs,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UCEC,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,PRAD,TIL Regional Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THCA,TCR Richness,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SKCM,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,STAD,Fraction Altered,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BLCA,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LGG,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,TGCT,TCR Richness,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LIHC,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SKCM,TCR Richness,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LGG,Wound Healing,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LUAD,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Macrophages M2,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,GBM,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KICH,Wound Healing,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UCEC,Wound Healing,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,HNSC,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,CESC,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Macrophages M1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,Fraction Altered,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,LUAD,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,STAD,Silent Mutation Rate,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,COAD,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SKCM,Leukocyte Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THYM,Macrophages M1,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,Number of Segments,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,PCPG,TGF-beta Response,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UVM,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,UCEC,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,STAD,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRC,CTA Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THYM,Stromal Fraction,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRC,Macrophage Regulation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,BRCA,TCR Shannon,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,THCA,BCR Richness,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRC,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,Proliferation,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,STAD,Aneuploidy Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,SARC,Homologous Recombination Defects,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,COAD,Aneuploidy Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Lymphocyte Infiltration Signature Score,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
continuous,thorsson,KIRP,Homologous Recombination Defects,0.001,999,0,999,FALSE,0,0.00368576286573938,two-sided 95% Clopper-Pearson interval for the null exceedance probability
