outcome_type,family,tumor_type,endpoint,source,subfamily,n,positive,negative,effect_GigaSSL,effect_ProvGigaPath,effect_TITAN,screening_positive_GigaSSL,screening_positive_ProvGigaPath,screening_positive_TITAN,q2_GigaSSL,q2_ProvGigaPath,q2_TITAN,rmse_GigaSSL,rmse_ProvGigaPath,rmse_TITAN,spearman_GigaSSL,spearman_ProvGigaPath,spearman_TITAN,balanced_accuracy_GigaSSL,balanced_accuracy_ProvGigaPath,balanced_accuracy_TITAN,auc_GigaSSL,auc_ProvGigaPath,auc_TITAN,pr_auc_GigaSSL,pr_auc_ProvGigaPath,pr_auc_TITAN,sensitivity_GigaSSL,sensitivity_ProvGigaPath,sensitivity_TITAN,specificity_GigaSSL,specificity_ProvGigaPath,specificity_TITAN,ppv_GigaSSL,ppv_ProvGigaPath,ppv_TITAN,npv_GigaSSL,npv_ProvGigaPath,npv_TITAN,prevalence_GigaSSL,prevalence_ProvGigaPath,prevalence_TITAN,no_skill_pr_auc_GigaSSL,no_skill_pr_auc_ProvGigaPath,no_skill_pr_auc_TITAN,supported_by_n,support_pattern,best_foundation_model,measurement_class,source_modality,direct_vs_inferred,same_histology_modality,definition_group,primary_consensus_class,sample_size_maturity,tss_retention_class,internal_robustness_class,grouped_effect_GigaSSL,grouped_effect_ProvGigaPath,grouped_effect_TITAN,minimum_primary_effect,mean_primary_effect,provenance_rank,interpretation_scope
continuous,thorsson,BLCA,Macrophage Regulation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,373,,,0.387633668627141,0.398336452585713,0.419018855071491,TRUE,TRUE,TRUE,0.387633668627141,0.398336452585713,0.419018855071491,0.665896587346342,0.660051750002335,0.648607783291368,0.603153522039175,0.620721892843938,0.642063131718677,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.380688913917552,0.355038915798367,0.415204784245186,0.387633668627141,0.401662992094782,3,agreement with a bulk-transcriptomic signature
continuous,thorsson,THCA,TGF-beta Response,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,488,,,0.384313142997066,0.40579332481678,0.501354653767459,TRUE,TRUE,TRUE,0.384313142997066,0.40579332481678,0.501354653767459,0.263236650188267,0.258603963762712,0.236898493660473,0.600944196451723,0.616951615333583,0.694033775128826,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.324257253433961,0.349578769088898,0.453238989511665,0.384313142997066,0.430487040527102,4,agreement with a bulk-transcriptomic signature
continuous,thorsson,STAD,Proliferation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,328,,,0.397016113204089,0.380007358131398,0.456683712803041,TRUE,TRUE,TRUE,0.397016113204089,0.380007358131398,0.456683712803041,0.391863697784601,0.397352039560729,0.371970536420099,0.616581335485283,0.58905159369606,0.653039522696302,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.267841889871459,0.31825960110194,0.419655054837389,0.380007358131398,0.411235728046176,5,agreement with a bulk-transcriptomic signature
continuous,thorsson,SARC,Macrophage Regulation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,218,,,0.36241931453921,0.421274320489114,0.49864525808403,TRUE,TRUE,TRUE,0.36241931453921,0.421274320489114,0.49864525808403,0.711157260698023,0.677539234361058,0.630624204491088,0.643342367107552,0.66259794511804,0.679117039547573,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.225070213260136,0.263710838489835,0.442114322085191,0.36241931453921,0.427446297704118,6,agreement with a bulk-transcriptomic signature
continuous,thorsson,THYM,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.431847961268154,0.358343090491073,0.424016841870455,TRUE,TRUE,TRUE,0.431847961268154,0.358343090491073,0.424016841870455,0.719950353749288,0.76510616665026,0.724895088305626,0.710493046776233,0.700653736110187,0.681199680617473,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.322213876338212,0.363091265232423,0.379503166649991,0.358343090491073,0.404735964543227,7,agreement with a bulk-transcriptomic signature
continuous,thorsson,THYM,Proliferation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.382355079043288,0.358174607516027,0.380193814920971,TRUE,TRUE,TRUE,0.382355079043288,0.358174607516027,0.380193814920971,0.622447471497803,0.634514742961129,0.623535555080599,0.640686339743163,0.62654700911571,0.613713487257968,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.30857345661297,0.382161647792518,0.493074040975958,0.358174607516027,0.373574500493429,8,agreement with a bulk-transcriptomic signature
continuous,thorsson,BLCA,Th1 Cells,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,373,,,0.381399464080839,0.35100847218455,0.370520142102725,TRUE,TRUE,TRUE,0.381399464080839,0.35100847218455,0.370520142102725,680.949260897295,697.475762872166,686.911086718721,0.601845458568984,0.585696771141216,0.612791306957791,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,GigaSSL,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.361124335470336,0.301602520846082,0.288032663806494,0.35100847218455,0.367642692789371,9,agreement with a bulk-transcriptomic signature
continuous,thorsson,THCA,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,488,,,0.347548118259499,0.486696474628397,0.564505137978728,TRUE,TRUE,TRUE,0.347548118259499,0.486696474628397,0.564505137978728,0.966980801704428,0.857690759694844,0.790014614736473,0.553902728096351,0.668213023680565,0.735508620905073,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.338484885459148,0.385091440860749,0.557113637854797,0.347548118259499,0.466249910288875,10,agreement with a bulk-transcriptomic signature
continuous,thorsson,LUAD,Proliferation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,410,,,0.347535996866255,0.409177558364479,0.517977924304407,TRUE,TRUE,TRUE,0.347535996866255,0.409177558364479,0.517977924304407,0.526532000574207,0.501042983124069,0.452563950901464,0.594405055627952,0.650152179513072,0.724220217654018,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.321950172173572,0.406388436121111,0.516422746205814,0.347535996866255,0.424897159845047,11,agreement with a bulk-transcriptomic signature
continuous,thorsson,THYM,TGF-beta Response,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.333738964304147,0.385683328166759,0.401883061989834,TRUE,TRUE,TRUE,0.333738964304147,0.385683328166759,0.401883061989834,0.376440614927861,0.361468467002952,0.356670603856642,0.611634173930401,0.650375939849624,0.661071927606627,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.345191803452113,0.378137598601176,0.453974422246438,0.333738964304147,0.373768451486913,12,agreement with a bulk-transcriptomic signature
continuous,thorsson,THCA,Th1 Cells,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,488,,,0.326415797983048,0.40323181891962,0.504703419877698,TRUE,TRUE,TRUE,0.326415797983048,0.40323181891962,0.504703419877698,596.409680841402,561.373060158713,511.424350732492,0.581517524633739,0.651154083408901,0.697907435833946,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.317278287543781,0.350098508295854,0.457203203684601,0.326415797983048,0.411450345593455,13,agreement with a bulk-transcriptomic signature
continuous,thorsson,LIHC,Macrophage Regulation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,348,,,0.316284995698816,0.34346583446601,0.361541947684379,TRUE,TRUE,TRUE,0.316284995698816,0.34346583446601,0.361541947684379,0.547470064574458,0.536477469353457,0.529040604737713,0.510354325109171,0.585264066362448,0.584188037169283,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.220719276617927,0.239063125000572,0.372957797962849,0.316284995698816,0.340430925949735,14,agreement with a bulk-transcriptomic signature
continuous,thorsson,BLCA,TGF-beta Response,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,373,,,0.307765785987379,0.325665440718345,0.310143673126133,TRUE,TRUE,TRUE,0.307765785987379,0.325665440718345,0.310143673126133,0.368258840264304,0.36346647540742,0.367625794941715,0.554045119385306,0.573958820437339,0.569427955131438,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,ProvGigaPath,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.275419379742384,0.295500206937876,0.237482875748143,0.307765785987379,0.314524966610619,15,agreement with a bulk-transcriptomic signature
continuous,thorsson,LIHC,TGF-beta Response,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,348,,,0.335997977939406,0.299943348157645,0.353356580848781,TRUE,TRUE,TRUE,0.335997977939406,0.299943348157645,0.353356580848781,0.340639110683844,0.34976504341686,0.336157062794723,0.581447813700893,0.553786391456773,0.602146222150819,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.247319214707602,0.27473068023085,0.264615343164432,0.299943348157645,0.329765968981944,16,agreement with a bulk-transcriptomic signature
continuous,thorsson,THCA,Macrophage Regulation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,488,,,0.295121340482758,0.395829804638245,0.482401986074981,TRUE,TRUE,TRUE,0.295121340482758,0.395829804638245,0.482401986074981,0.539380023005812,0.499364108908141,0.462204295116556,0.54122236147999,0.617168774605591,0.685642922636105,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.242319619756909,0.40148313935588,0.474418076367839,0.295121340482758,0.391117710398661,17,agreement with a bulk-transcriptomic signature
continuous,thorsson,LGG,TGF-beta Response,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,488,,,0.293926129566988,0.300487118200428,0.460918894597852,TRUE,TRUE,TRUE,0.293926129566988,0.300487118200428,0.460918894597852,0.279897743071374,0.278594273283735,0.244568985324735,0.52886164552582,0.531715851725245,0.627957322226657,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.243613501058485,0.250035437770298,0.393673416743663,0.293926129566988,0.351777380788423,18,agreement with a bulk-transcriptomic signature
continuous,thorsson,KIRP,Macrophage Regulation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,261,,,0.302874543949091,0.288690839008438,0.345613776195351,TRUE,TRUE,TRUE,0.302874543949091,0.288690839008438,0.345613776195351,0.547075906850887,0.552613282274319,0.530040667342531,0.552802880921084,0.551194157434902,0.576767697561367,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.246709839201304,0.23197868365621,0.295274924926787,0.288690839008438,0.31239305305096,19,agreement with a bulk-transcriptomic signature
continuous,thorsson,LGG,Macrophage Regulation,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,488,,,0.302526551856836,0.279970538039992,0.333958602927283,TRUE,TRUE,TRUE,0.302526551856836,0.279970538039992,0.333958602927283,0.499930815706934,0.507950276888324,0.488536120571441,0.545968483956595,0.533923490628223,0.582842997692116,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.263276713239667,0.227002590393032,0.329318747506577,0.279970538039992,0.30548523094137,20,agreement with a bulk-transcriptomic signature
continuous,thorsson,THYM,Wound Healing,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,113,,,0.269998517100555,0.331564926319061,0.340896104428633,TRUE,TRUE,TRUE,0.269998517100555,0.331564926319061,0.340896104428633,0.164762571284307,0.157661736164238,0.15655741037587,0.566938368206196,0.588825584378233,0.600041587041351,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.274895393004893,0.258127166006209,0.3992425443576,0.269998517100555,0.314153182616083,21,agreement with a bulk-transcriptomic signature
continuous,thorsson,LUAD,Th2 Cells,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,410,,,0.231151405131763,0.320527721217196,0.364458174201938,TRUE,TRUE,TRUE,0.231151405131763,0.320527721217196,0.364458174201938,557.833356837204,524.408761836889,507.173013022864,0.495688646890574,0.572297335237554,0.609764629118816,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.219623718547689,0.308716849978109,0.385141769441178,0.231151405131763,0.305379100183632,22,agreement with a bulk-transcriptomic signature
continuous,thorsson,BLCA,Lymphocyte Infiltration Signature Score,Thorsson2018_PanImmune_MS,immune_inflammatory_and_genomic_context,373,,,0.282529266144249,0.228065636835477,0.331498222811042,TRUE,TRUE,TRUE,0.282529266144249,0.228065636835477,0.331498222811042,1.04135874963916,1.08016092417449,1.00519323745769,0.528160917114897,0.509249983538795,0.583502941078366,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,TITAN+GigaSSL+ProvGigaPath,TITAN,transcriptomic signature,Bulk-tumour RNA sequencing,Derived gene-set score,FALSE,RNA-expression signature,all three,TRUE,complete retention,"R1: all-three, mature, complete grouped retention",0.288654902828522,0.210950370645733,0.352274424858885,0.228065636835477,0.280697708596923,23,agreement with a bulk-transcriptomic signature
