"outcome_type","family","subfamily","tumor_type","endpoint","source","foundation_model","n","positive","negative","primary_effect","primary_operating_metric","alternative_partitions","repeat_effect_median","repeat_effect_q25","repeat_effect_q75","crossing_proportion","grouped_effect","matched_random_effect","grouped_minus_matched_effect","primary_best_foundation_model","primary_winner_repeat_proportion","modal_repeat_winner","modal_repeat_winner_proportion","sample_size_stratum","representation"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_BILE_ACID_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.177281362162427,0.177281362162427,5,0.179056011712719,0.175878147138931,0.182006318787788,0,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_COAGULATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.440240108809048,0.440240108809048,5,0.433703489660392,0.426412510860653,0.437559056106515,1,0.399872128334159,0.428274703827417,-0.028402575493258,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_COMPLEMENT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.483508562723419,0.483508562723419,5,0.476454435353808,0.472479733282637,0.48116425998838,1,0.452322675985148,0.465436106577193,-0.0131134305920444,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_E2F_TARGETS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.284113165802906,0.284113165802906,5,0.270022040975303,0.260809420333613,0.273172647968926,1,0.215963844468432,0.250226083701442,-0.0342622392330093,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.406161506958136,0.406161506958136,5,0.391318186204044,0.38133833641631,0.403836413109073,1,0.396269645565498,0.421278436421172,-0.0250087908556748,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_ESTROGEN_RESPONSE_EARLY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.334529272589719,0.334529272589719,5,0.325536636643824,0.310050109383831,0.329792330496005,1,0.31216337317696,0.292202143459347,0.0199612297176135,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_ESTROGEN_RESPONSE_LATE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.425061709220309,0.425061709220309,5,0.401709857401116,0.399938654254337,0.408463997829818,1,0.376318219858327,0.406526854868416,-0.030208635010089,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_FATTY_ACID_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.305179148416069,0.305179148416069,5,0.334643114231686,0.305375921760937,0.335956205183692,1,0.238769374186672,0.310717930130151,-0.0719485559434794,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_G2M_CHECKPOINT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.243968094581101,0.243968094581101,5,0.227434670393975,0.226993558229443,0.232931531523534,1,0.187596826830355,0.24355914042023,-0.055962313589875,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_HEDGEHOG_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.168665383399273,0.168665383399273,5,0.154862258382684,0.154527596940743,0.155803887373945,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_HYPOXIA","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.267228819560071,0.267228819560071,5,0.277161269680596,0.268734464870388,0.2846897904627,1,0.238030855727621,0.278288950000052,-0.0402580942724307,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_IL2_STAT5_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.490053078109555,0.490053078109555,5,0.480156070714734,0.475992382570048,0.481180611091561,1,0.46010503657547,0.468445084038554,-0.00834004746308359,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_IL6_JAK_STAT3_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.522184170477995,0.522184170477995,5,0.521738671842395,0.521732690271635,0.528458141485067,1,0.50503346388953,0.520570179765906,-0.0155367158763766,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_INFLAMMATORY_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.517455736069207,0.517455736069207,5,0.507125943644249,0.505417221371223,0.512357213343401,1,0.480070883483078,0.521001418990986,-0.0409305355079082,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_INTERFERON_ALPHA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.499014171755368,0.499014171755368,5,0.505451668339233,0.494631883633959,0.507806954696773,1,0.433042653621024,0.480823543464575,-0.0477808898435511,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_INTERFERON_GAMMA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.576372426000216,0.576372426000216,5,0.575389107460353,0.574689738334769,0.581253368226903,1,0.529322705372354,0.566676051802775,-0.0373533464304205,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_KRAS_SIGNALING_DN","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.207146555509975,0.207146555509975,5,0.218049582139532,0.206796024124023,0.223271462262542,0.8,0.189367652232644,0.237139479723528,-0.047771827490884,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_KRAS_SIGNALING_UP","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.424760067998644,0.424760067998644,5,0.435343245462817,0.434350870676547,0.437249687666566,1,0.406925769474697,0.429463455671206,-0.0225376861965093,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_MTORC1_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.216756584006296,0.216756584006296,5,0.22167202734334,0.211882846725419,0.234051256697898,1,0.226163330257615,0.233950584332391,-0.00778725407477676,"ProvGigaPath",0.8,"ProvGigaPath",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_NOTCH_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.264115404239003,0.264115404239003,5,0.263069944363485,0.261440205091177,0.286098169959453,1,0.175824814923324,0.290893826314284,-0.11506901139096,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_OXIDATIVE_PHOSPHORYLATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.404147530794779,0.404147530794779,5,0.408369832321014,0.391792291804784,0.408558624267716,1,0.332733423750308,0.402447592357104,-0.0697141686067968,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_P53_PATHWAY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.388346802804333,0.388346802804333,5,0.395145422371185,0.394761735706534,0.408563235102856,1,0.342529980821252,0.401389786374553,-0.0588598055533013,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_PANCREAS_BETA_CELLS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.25487911789587,0.25487911789587,5,0.265806928899874,0.264297641268952,0.268882171762488,1,0.176928366657925,0.26342177438483,-0.0864934077269044,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_PI3K_AKT_MTOR_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.149079829251175,0.149079829251175,5,0.149512754379375,0.143511584520931,0.149873183709857,0,,,,"ProvGigaPath",0.4,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_TGF_BETA_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.187406218659005,0.187406218659005,5,0.174834040418463,0.171613476165338,0.194345359306151,0.2,,,,"TITAN",0.6,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_TNFA_SIGNALING_VIA_NFKB","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.424690382735459,0.424690382735459,5,0.444499916911075,0.424680435426712,0.456286253204983,1,0.416476897103816,0.442703966977838,-0.026227069874022,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THCA","HALLMARK_WNT_BETA_CATENIN_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",493,,,0.161945678290866,0.161945678290866,5,0.150067471432032,0.149690466872849,0.161011158336497,0,,,,"TITAN",0.4,"ProvGigaPath",0.4,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_ANGIOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.383801370610009,0.383801370610009,5,0.338717267672017,0.311868957641868,0.341825905050009,1,0.390905492412792,0.351893305549241,0.0390121868635507,"TITAN",0.2,"ProvGigaPath",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_APICAL_JUNCTION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.250498110645863,0.250498110645863,5,0.229425959576639,0.225230414514237,0.256586306525851,0.8,0.275918193373785,0.219902743463504,0.056015449910281,"TITAN",0.4,"ProvGigaPath",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_APICAL_SURFACE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.126732192531071,0.126732192531071,5,0.18383267403005,0.151594233846495,0.244483125189552,0.4,0.231207770109228,0.0573302189112367,0.173877551197991,"ProvGigaPath",1,"ProvGigaPath",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_APOPTOSIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.251711748665004,0.251711748665004,5,0.207864239928034,0.168230265160389,0.208584544508313,0.6,0.291906016800135,0.203096908866037,0.088809107934098,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_CHOLESTEROL_HOMEOSTASIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.341205449659279,0.341205449659279,5,0.317895827303505,0.30539512452631,0.322922908813124,1,0.0985316771203031,0.299097384802213,-0.20056570768191,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_COAGULATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.188596333281922,0.188596333281922,5,0.214118519838728,0.21163672740996,0.218381435563037,0.8,,,,"TITAN",0.2,"GigaSSL",0.4,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_DNA_REPAIR","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.18095596318008,0.18095596318008,5,0.258120266480251,0.237896820804573,0.264449617242404,0.8,0.217189781775509,0.0187798340965932,0.198409947678916,"ProvGigaPath",0.4,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_E2F_TARGETS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.417067405437287,0.417067405437287,5,0.416080506475121,0.377868460486145,0.432696160799528,1,0.480214019066536,0.462942968175524,0.0172710508910123,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.220472878823667,0.220472878823667,5,0.24632606998451,0.237181015663317,0.272476287287063,0.8,0.205458014032004,0.207598868098255,-0.00214085406625064,"TITAN",0.6,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_ESTROGEN_RESPONSE_EARLY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.310427917899709,0.310427917899709,5,0.350309337078637,0.333775663277926,0.355593044610024,1,0.354243923002805,0.335267047212931,0.0189768757898738,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_ESTROGEN_RESPONSE_LATE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.304188785640551,0.304188785640551,5,0.244137982184656,0.212832091989944,0.247097651973274,1,0.280849766910809,0.236468537790043,0.0443812291207661,"TITAN",0.6,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_G2M_CHECKPOINT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.44799282938038,0.44799282938038,5,0.400290685276846,0.338035122327627,0.401662308112759,1,0.310015871870966,0.422190368873334,-0.112174497002368,"TITAN",0.6,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_GLYCOLYSIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.175395093558787,0.175395093558787,5,0.186565743222443,0.176737061816215,0.203177941017072,0.4,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_HEDGEHOG_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.214465104737143,0.214465104737143,5,0.271722158700384,0.259282006557471,0.291786932394599,1,0.324307890335961,0.297478933042031,0.0268289572939302,"ProvGigaPath",0.4,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_HYPOXIA","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.26998890373484,0.26998890373484,5,0.234792926784568,0.231106730660512,0.250189703813958,1,-0.508105456582793,0.145703116301326,-0.653808572884119,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_IL6_JAK_STAT3_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.167021234814197,0.167021234814197,5,0.102953527310286,0.0930708384621046,0.133512578040045,0,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_INFLAMMATORY_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.192100415237322,0.192100415237322,5,0.149597717377177,0.129179950779012,0.178392900134963,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_INTERFERON_ALPHA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.194851867020049,0.194851867020049,5,0.202327689839092,0.193569476500918,0.229537509446208,0.6,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_INTERFERON_GAMMA_RESPONSE","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.189618293330716,0.189618293330716,5,0.183188341771856,0.133863258320821,0.214440294339127,0.4,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_KRAS_SIGNALING_DN","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.213346931920607,0.213346931920607,5,0.206121576489549,0.155839220482981,0.263818542335592,0.6,0.216485634035353,0.284203832840061,-0.067718198804708,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_MTORC1_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.25022857123434,0.25022857123434,5,0.309148353013864,0.306694688974058,0.342374660653942,1,0.345051545516002,0.28946195685234,0.0555895886636624,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_MYC_TARGETS_V1","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.25450291187033,0.25450291187033,5,0.315626493069187,0.274508760917231,0.332918896736851,1,0.325837061494041,0.316368022511902,0.00946903898213891,"GigaSSL",0,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_MYC_TARGETS_V2","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.299153352297402,0.299153352297402,5,0.298150120476615,0.297674107529176,0.368200151167739,0.8,0.34767309947717,0.347427304723064,0.00024579475410591,"ProvGigaPath",0.6,"ProvGigaPath",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_MYOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.226537670444058,0.226537670444058,5,0.237817891961683,0.224511392624892,0.239765151194605,0.8,0.270739147607143,0.253330541054498,0.0174086065526454,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_NOTCH_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.465508571457795,0.465508571457795,5,0.493131524882387,0.458181996257288,0.514419002410714,1,0.529261198651387,0.49097822067406,0.0382829779773276,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_OXIDATIVE_PHOSPHORYLATION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.250087436487376,0.250087436487376,5,0.292950933765679,0.272414031731917,0.298678744845906,1,0.268003781369423,0.228397496856189,0.0396062845132337,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_P53_PATHWAY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.377574042050416,0.377574042050416,5,0.367520065386488,0.350153056047253,0.378803362880934,1,0.421121105943138,0.33755928873401,0.083561817209128,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_PANCREAS_BETA_CELLS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.163885707609645,0.163885707609645,5,0.179008983312155,0.1353801006842,0.186229791651927,0.2,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_PI3K_AKT_MTOR_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.216972888930694,0.216972888930694,5,0.218184840831543,0.208475102590999,0.234710023395397,1,0.20239784475147,0.203593627889153,-0.00119578313768287,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.168820477195241,0.168820477195241,5,0.224470634764968,0.206679123433119,0.227623170128813,0.8,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_TGF_BETA_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.302413271285966,0.302413271285966,5,0.282405427945697,0.274513968675932,0.298006955346362,1,0.243936780910033,0.28784000564946,-0.0439032247394272,"TITAN",0.6,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_TNFA_SIGNALING_VIA_NFKB","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.336140646792355,0.336140646792355,5,0.314564486875544,0.266189660124041,0.340673256248464,0.8,0.308337907397476,0.251151277691991,0.0571866297054856,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_UV_RESPONSE_DN","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.205756261905887,0.205756261905887,5,0.196124494546012,0.150736479827938,0.19978687572139,0.2,0.197764262613358,0.0379992047540597,0.159765057859298,"ProvGigaPath",0.8,"ProvGigaPath",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_UV_RESPONSE_UP","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.292242873889288,0.292242873889288,5,0.239345902541492,0.200395862410847,0.25448268896499,0.8,0.20882242796714,0.106063820207985,0.102758607759155,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_WNT_BETA_CATENIN_SIGNALING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.392046550111471,0.392046550111471,5,0.338525146336252,0.338238582031381,0.45154954259605,1,0.44825490159528,0.379585373018149,0.0686695285771306,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","THYM","HALLMARK_XENOBIOTIC_METABOLISM","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.157776169374245,0.157776169374245,5,0.162549509204211,0.137677094463264,0.185804339813281,0,,,,"GigaSSL",0.4,"TITAN",0.6,"larger-sample","TITAN"
"continuous","rna_pathway_activity","glutathione synthesis and recycling","THYM","REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",113,,,0.357100168509307,0.357100168509307,5,0.311842905357997,0.287856965570598,0.325621906629068,1,0.259406886790544,0.258650073189584,0.000756813600960471,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","UCEC","HALLMARK_ALLOGRAFT_REJECTION","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",491,,,0.266138736821856,0.266138736821856,5,0.268951500368252,0.257135020655358,0.279310659638475,1,0.262991980621308,0.294184595688102,-0.0311926150667944,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","UCEC","HALLMARK_ANGIOGENESIS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",491,,,0.171375667697042,0.171375667697042,5,0.119280611607491,0.118782374566012,0.15870427302422,0,,,,"TITAN",0.8,"TITAN",0.8,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","UCEC","HALLMARK_COMPLEMENT","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",491,,,0.175319453648513,0.175319453648513,5,0.177095739168461,0.151737826944064,0.182154606004836,0,,,,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","UCEC","HALLMARK_DNA_REPAIR","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",491,,,0.214099157968004,0.214099157968004,5,0.225556521038215,0.214167841427952,0.23359013621399,1,0.107770341441271,0.210568283116392,-0.102797941675121,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
"continuous","rna_pathway_activity","MSigDB Hallmark","UCEC","HALLMARK_E2F_TARGETS","UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs","TITAN",491,,,0.331661073024892,0.331661073024892,5,0.299041376822326,0.282490145263898,0.333955585796354,1,0.306700590745493,0.29250140362055,0.0141991871249429,"TITAN",1,"TITAN",1,"larger-sample","TITAN"
