foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,sensitivity,specificity,ppv,npv,prevalence,no_skill_pr_auc,operating_threshold_median,selected_components_median,selected_components_min,selected_components_max,selected_components_at_ceiling,selected_components_outer_fits,selected_components_ceiling_fraction,numerical_failure_or_fallback,seed,common_cohort,fastPLS_version,fastPLS_remote_sha
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells CD8,Thorsson2018_PanImmune_MS,262,,,0.0582134611991853,0.0888207157404313,0.340364294629204,,,,,,,,,,,3,2,4,0,5,0,FALSE,20262995,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,262,,,-0.0935803972476132,0.0530275541392691,0.127935408257326,,,,,,,,,,,2,1,4,0,5,0,FALSE,20262996,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,262,,,-0.0736265229615005,0.0525415467365897,0.114258938797516,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262996,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells Follicular Helper,Thorsson2018_PanImmune_MS,262,,,-0.137229576899486,0.054075470989043,-0.0306454470207789,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262996,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,262,,,0.0109693187237875,0.0363930489068906,0.160363409299072,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262997,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,262,,,-0.00182268470936386,0.0366276444369096,0.179810263286105,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262997,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells Regulatory Tregs,Thorsson2018_PanImmune_MS,262,,,-0.0100237633635356,0.0367772587093497,0.138353118521194,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262997,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells gamma delta,Thorsson2018_PanImmune_MS,262,,,-0.102258314028193,0.0060441157343162,0.00221741625874965,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262998,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells gamma delta,Thorsson2018_PanImmune_MS,262,,,-0.128549685195544,0.00611577391254724,-0.0456117470737209,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262998,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,T Cells gamma delta,Thorsson2018_PanImmune_MS,262,,,-0.0587274186326854,0.00592356502649612,-0.030291094154411,,,,,,,,,,,1,1,1,0,5,0,FALSE,20262998,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Evenness,Thorsson2018_PanImmune_MS,236,,,-0.162959730566434,0.0436737695430216,-0.0350078905969074,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262999,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Evenness,Thorsson2018_PanImmune_MS,236,,,-0.262301462031812,0.045500889029211,-0.128117937335428,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262999,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Evenness,Thorsson2018_PanImmune_MS,236,,,-0.0809425154867143,0.0421055785445852,0.0441777329483907,,,,,,,,,,,1,1,2,0,5,0,FALSE,20262999,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Richness,Thorsson2018_PanImmune_MS,262,,,-0.0977232655270761,31.7172763961303,0.153400216580115,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263000,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Richness,Thorsson2018_PanImmune_MS,262,,,-0.128626415128235,32.1606307424535,0.0687772406948786,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263000,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Richness,Thorsson2018_PanImmune_MS,262,,,0.0608096347127192,29.3377137432037,0.435567937456836,,,,,,,,,,,3,1,3,0,5,0,FALSE,20263000,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Shannon,Thorsson2018_PanImmune_MS,246,,,-0.0425466385965663,1.09870625319084,0.213273391353065,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263001,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Shannon,Thorsson2018_PanImmune_MS,246,,,-0.162999235947448,1.16044233645401,0.203919348281172,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263001,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TCR Shannon,Thorsson2018_PanImmune_MS,246,,,0.126060728679701,1.00594555908873,0.392566674333439,,,,,,,,,,,3,2,5,0,5,0,FALSE,20263001,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TGF-beta Response,Thorsson2018_PanImmune_MS,262,,,0.118631772288147,0.318495273490101,0.365761501723451,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263002,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TGF-beta Response,Thorsson2018_PanImmune_MS,262,,,0.144584257839977,0.313771082161317,0.429242984650633,,,,,,,,,,,3,2,3,0,5,0,FALSE,20263002,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TGF-beta Response,Thorsson2018_PanImmune_MS,262,,,0.182485935350201,0.306741059236759,0.469354621048668,,,,,,,,,,,4,3,4,0,5,0,FALSE,20263002,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,228,,,0.521422335633987,6.8090145173617,0.78349905890286,,,,,,,,,,,4,4,7,0,5,0,FALSE,20263003,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,228,,,0.568085012419657,6.46855364862537,0.792976853768995,,,,,,,,,,,6,5,6,0,5,0,FALSE,20263003,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,TIL Regional Fraction,Thorsson2018_PanImmune_MS,228,,,0.378220220077757,7.76115477994383,0.685636093581201,,,,,,,,,,,5,4,5,0,5,0,FALSE,20263003,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th1 Cells,Thorsson2018_PanImmune_MS,262,,,-0.0879995474670303,613.029712510891,0.111843520958587,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263004,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th1 Cells,Thorsson2018_PanImmune_MS,262,,,-0.0895790290011993,613.474527929975,0.112515434153007,,,,,,,,,,,1,1,3,0,5,0,FALSE,20263004,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th1 Cells,Thorsson2018_PanImmune_MS,262,,,0.0904895009014074,560.494074432931,0.304068077417478,,,,,,,,,,,1,1,2,0,5,0,FALSE,20263004,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th17 Cells,Thorsson2018_PanImmune_MS,262,,,0.0119509664844427,1678.60622517014,0.242840571413129,,,,,,,,,,,3,1,3,0,5,0,FALSE,20263005,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th17 Cells,Thorsson2018_PanImmune_MS,262,,,0.0713344876422329,1627.38099286998,0.262336729931264,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263005,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th17 Cells,Thorsson2018_PanImmune_MS,262,,,0.159315456988792,1548.37486155101,0.383935002573888,,,,,,,,,,,2,2,2,0,5,0,FALSE,20263005,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th2 Cells,Thorsson2018_PanImmune_MS,262,,,-0.0203645946273454,424.583022545487,0.11776596536144,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263006,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th2 Cells,Thorsson2018_PanImmune_MS,262,,,-0.0148777529951529,423.439921318915,0.12847987813483,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263006,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Th2 Cells,Thorsson2018_PanImmune_MS,262,,,-0.0199595709470721,424.498747156211,0.18624706455004,,,,,,,,,,,2,2,3,0,5,0,FALSE,20263006,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Wound Healing,Thorsson2018_PanImmune_MS,262,,,-0.0215336520629363,0.124009103875464,0.249701490005792,,,,,,,,,,,4,1,6,0,5,0,FALSE,20263007,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Wound Healing,Thorsson2018_PanImmune_MS,262,,,0.0827427766478782,0.117509451849799,0.270192003910727,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263007,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,CESC,Wound Healing,Thorsson2018_PanImmune_MS,262,,,0.109629852769052,0.115774396369897,0.346803732728981,,,,,,,,,,,3,2,4,0,5,0,FALSE,20263007,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,407,,,0.237885235095779,6.06464145578168,0.502779449602768,,,,,,,,,,,4,4,4,0,5,0,FALSE,20263008,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,407,,,0.296412558515946,5.82712027170908,0.562429161573297,,,,,,,,,,,4,4,4,0,5,0,FALSE,20263008,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,Aneuploidy Score,Thorsson2018_PanImmune_MS,407,,,0.273249810542473,5.92226067363995,0.562609459196327,,,,,,,,,,,7,5,8,0,5,0,FALSE,20263008,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,B Cells Memory,Thorsson2018_PanImmune_MS,416,,,-0.0636496983206445,0.0252960949598464,0.0324059712666151,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263009,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,B Cells Memory,Thorsson2018_PanImmune_MS,416,,,-0.0334118276145019,0.024933938628837,0.115883442984876,,,,,,,,,,,2,1,2,0,5,0,FALSE,20263009,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,B Cells Memory,Thorsson2018_PanImmune_MS,416,,,-0.00387158217471195,0.0245749844910526,0.135973615594995,,,,,,,,,,,2,1,3,0,5,0,FALSE,20263009,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,B Cells Naive,Thorsson2018_PanImmune_MS,416,,,-0.031966040065331,0.0546108205343219,-0.0199959426295688,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263010,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,B Cells Naive,Thorsson2018_PanImmune_MS,416,,,-0.0239282564433327,0.0543977282372954,0.0193504059019491,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263010,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,B Cells Naive,Thorsson2018_PanImmune_MS,416,,,-0.0492993922738245,0.0550675442812432,-0.0474215688327118,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263010,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,BCR Evenness,Thorsson2018_PanImmune_MS,178,,,-0.109065374735538,0.105424010210898,-0.0192748601224135,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263011,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,BCR Evenness,Thorsson2018_PanImmune_MS,178,,,-0.0691142065817207,0.10350778359886,0.0501452769304916,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263011,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,continuous,thorsson,immune_inflammatory_and_genomic_context,COAD,BCR Evenness,Thorsson2018_PanImmune_MS,178,,,-0.030803114373426,0.101636293783374,-0.0115657672015652,,,,,,,,,,,1,1,1,0,5,0,FALSE,20263011,TRUE,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
