foundation_model,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,q2,rmse,spearman,balanced_accuracy,auc,pr_auc,selected_components_median,selected_components_min,selected_components_max,seed,common_cohort
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SF3B1,TCGA_MC3_Bailey2018,384,22,362,,,,0.482044198895028,0.478779507785033,0.057860354869421,4,2,8,20260861,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SF3B1,TCGA_MC3_Bailey2018,384,22,362,,,,0.487569060773481,0.448392767453541,0.0568840221553705,5,1,9,20260861,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SPTAN1,TCGA_MC3_Bailey2018,384,45,339,,,,0.506784660766962,0.524680432645034,0.132015419573777,6,1,8,20260862,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SPTAN1,TCGA_MC3_Bailey2018,384,45,339,,,,0.500098328416913,0.512749918059653,0.124149708787141,2,2,9,20260862,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,SPTAN1,TCGA_MC3_Bailey2018,384,45,339,,,,0.518682399213373,0.562635201573255,0.156980614650598,9,7,10,20260862,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,STAG2,TCGA_MC3_Bailey2018,384,53,331,,,,0.578093826597503,0.658154249558228,0.302184499807985,5,4,8,20260863,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,STAG2,TCGA_MC3_Bailey2018,384,53,331,,,,0.523741663341504,0.532007068346349,0.176409875305793,6,3,7,20260863,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,STAG2,TCGA_MC3_Bailey2018,384,53,331,,,,0.499971498603432,0.558798381120675,0.156730894953499,6,1,9,20260863,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TP53,TCGA_MC3_Bailey2018,384,185,199,,,,0.582968898546788,0.604672008692109,0.553094036898655,1,1,8,20260864,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TP53,TCGA_MC3_Bailey2018,384,185,199,,,,0.645932364525329,0.663941328262936,0.60058131065882,3,2,3,20260864,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TP53,TCGA_MC3_Bailey2018,384,185,199,,,,0.643419801711259,0.698465299470325,0.626337039240541,2,1,8,20260864,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TSC1,TCGA_MC3_Bailey2018,384,34,350,,,,0.497563025210084,0.526974789915966,0.12757705905846,6,1,10,20260865,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TSC1,TCGA_MC3_Bailey2018,384,34,350,,,,0.50655462184874,0.509075630252101,0.0969952685039099,6,2,10,20260865,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,TSC1,TCGA_MC3_Bailey2018,384,34,350,,,,0.524117647058824,0.596386554621849,0.122598290084537,9,3,10,20260865,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ZFP36L1,TCGA_MC3_Bailey2018,384,25,359,,,,0.537715877437326,0.522896935933148,0.10756723635554,7,6,10,20260866,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ZFP36L1,TCGA_MC3_Bailey2018,384,25,359,,,,0.516323119777159,0.520557103064067,0.0723224478838194,9,1,9,20260866,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,BLCA,ZFP36L1,TCGA_MC3_Bailey2018,384,25,359,,,,0.487465181058496,0.575041782729805,0.0932944072047595,3,1,4,20260866,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,EP300,TCGA_MC3_Bailey2018,251,30,221,,,,0.512971342383107,0.539517345399698,0.150860977859709,4,2,8,20260867,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,EP300,TCGA_MC3_Bailey2018,251,30,221,,,,0.507013574660634,0.529562594268477,0.140600067711422,4,1,9,20260867,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,EP300,TCGA_MC3_Bailey2018,251,30,221,,,,0.491779788838612,0.65972850678733,0.174349453738875,3,2,5,20260867,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,FBXW7,TCGA_MC3_Bailey2018,251,29,222,,,,0.493942218080149,0.515377446411929,0.124381767074927,3,1,10,20260868,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,FBXW7,TCGA_MC3_Bailey2018,251,29,222,,,,0.478953091022057,0.413793103448276,0.103271668333264,6,1,9,20260868,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,FBXW7,TCGA_MC3_Bailey2018,251,29,222,,,,0.504426840633737,0.501553277415346,0.121035799460862,9,4,10,20260868,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2C,TCGA_MC3_Bailey2018,251,47,204,,,,0.539372131831456,0.583020442219441,0.281413701001232,5,3,6,20260869,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2C,TCGA_MC3_Bailey2018,251,47,204,,,,0.487797246558198,0.5273258239466,0.19946082638523,4,1,9,20260869,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2C,TCGA_MC3_Bailey2018,251,47,204,,,,0.518929912390488,0.52075511055486,0.231199446097193,9,5,10,20260869,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2D,TCGA_MC3_Bailey2018,251,38,213,,,,0.495305164319249,0.41475166790215,0.1267597841482,1,1,4,20260870,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2D,TCGA_MC3_Bailey2018,251,38,213,,,,0.498146775389177,0.470471954534223,0.143922308077355,4,1,10,20260870,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,KMT2D,TCGA_MC3_Bailey2018,251,38,213,,,,0.554546577711886,0.626760563380282,0.2365307851921,5,3,10,20260870,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,PIK3CA,TCGA_MC3_Bailey2018,251,70,181,,,,0.593409629044988,0.659194948697711,0.491495083717897,5,5,10,20260871,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,PIK3CA,TCGA_MC3_Bailey2018,251,70,181,,,,0.547119179163378,0.586977111286504,0.366435063916406,5,3,7,20260871,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,PIK3CA,TCGA_MC3_Bailey2018,251,70,181,,,,0.610457774269929,0.648934490923441,0.402253303412488,9,6,10,20260871,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,TP53,TCGA_MC3_Bailey2018,251,21,230,,,,0.476086956521739,0.53167701863354,0.10880107579513,4,2,10,20260872,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,TP53,TCGA_MC3_Bailey2018,251,21,230,,,,0.549689440993789,0.550724637681159,0.180513015219689,8,3,10,20260872,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,CESC,TP53,TCGA_MC3_Bailey2018,251,21,230,,,,0.558385093167702,0.684472049689441,0.214466610220053,9,1,10,20260872,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,ACVR2A,TCGA_MC3_Bailey2018,382,21,361,,,,0.503033900540826,0.628281229389263,0.124472274723587,5,4,6,20260873,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,ACVR2A,TCGA_MC3_Bailey2018,382,21,361,,,,0.55619311436486,0.59596359319351,0.148473205771122,3,2,5,20260873,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,ACVR2A,TCGA_MC3_Bailey2018,382,21,361,,,,0.516884316053291,0.638965835641736,0.104481119759245,1,1,6,20260873,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,AMER1,TCGA_MC3_Bailey2018,382,37,345,,,,0.523619271445359,0.614101057579318,0.147054961658474,8,4,10,20260874,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,AMER1,TCGA_MC3_Bailey2018,382,37,345,,,,0.494163728946338,0.495495495495496,0.100054939414105,8,6,10,20260874,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,AMER1,TCGA_MC3_Bailey2018,382,37,345,,,,0.518801410105758,0.658832745789268,0.148788530533832,4,2,7,20260874,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,APC,TCGA_MC3_Bailey2018,382,196,186,,,,0.747421549264867,0.823046960719772,0.792323209102684,7,5,10,20260875,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,APC,TCGA_MC3_Bailey2018,382,196,186,,,,0.775345622119816,0.848886328725038,0.826619087386224,3,2,3,20260875,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,APC,TCGA_MC3_Bailey2018,382,196,186,,,,0.782175773535221,0.830946894886987,0.79638956930721,2,1,7,20260875,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,ARID1A,TCGA_MC3_Bailey2018,382,34,348,,,,0.547667342799189,0.583248816768087,0.150687796447295,9,2,10,20260876,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,ARID1A,TCGA_MC3_Bailey2018,382,34,348,,,,0.512508451656525,0.515720081135903,0.123856691560533,6,4,9,20260876,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,ARID1A,TCGA_MC3_Bailey2018,382,34,348,,,,0.513607167004733,0.616379310344828,0.132281568123369,7,2,8,20260876,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,BRAF,TCGA_MC3_Bailey2018,382,44,338,,,,0.608257127487897,0.671866594943518,0.244132017510898,5,2,6,20260877,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,BRAF,TCGA_MC3_Bailey2018,382,44,338,,,,0.625067240451856,0.771046261430877,0.378679843229123,5,4,10,20260877,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,BRAF,TCGA_MC3_Bailey2018,382,44,338,,,,0.591447014523938,0.780123722431415,0.343506387650379,5,3,8,20260877,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,CTNNB1,TCGA_MC3_Bailey2018,382,21,361,,,,0.509959108297059,0.509035747262894,0.0783487875011372,4,3,9,20260878,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,CTNNB1,TCGA_MC3_Bailey2018,382,21,361,,,,0.52684342435035,0.545970188629469,0.0652837864326415,6,2,10,20260878,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,CTNNB1,TCGA_MC3_Bailey2018,382,21,361,,,,0.481994459833795,0.63052367761509,0.0936411788969997,2,1,5,20260878,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,FBXW7,TCGA_MC3_Bailey2018,382,43,339,,,,0.53436921177197,0.670919942374974,0.199688086654192,5,2,9,20260879,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,FBXW7,TCGA_MC3_Bailey2018,382,43,339,,,,0.548946971256088,0.594223777183234,0.1830855013103,5,4,5,20260879,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,FBXW7,TCGA_MC3_Bailey2018,382,43,339,,,,0.5592714550319,0.599643273650271,0.200743477195373,4,2,8,20260879,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,KRAS,TCGA_MC3_Bailey2018,382,126,256,,,,0.575241815476191,0.686569940476191,0.480725666555097,5,3,9,20260880,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,KRAS,TCGA_MC3_Bailey2018,382,126,256,,,,0.63702876984127,0.708612351190476,0.492840988818641,4,2,10,20260880,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,KRAS,TCGA_MC3_Bailey2018,382,126,256,,,,0.67023189484127,0.773375496031746,0.558065281371184,4,3,7,20260880,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,PIK3CA,TCGA_MC3_Bailey2018,382,83,299,,,,0.506406898496998,0.64375226659145,0.311700695505322,5,2,10,20260881,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,PIK3CA,TCGA_MC3_Bailey2018,382,83,299,,,,0.576358947495668,0.650924769311359,0.312023113386878,6,3,10,20260881,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,PIK3CA,TCGA_MC3_Bailey2018,382,83,299,,,,0.518112584115727,0.586372244832172,0.265262959580816,6,3,9,20260881,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SMAD4,TCGA_MC3_Bailey2018,382,36,346,,,,0.49165061014772,0.600272960822094,0.142775998311828,6,4,10,20260882,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SMAD4,TCGA_MC3_Bailey2018,382,36,346,,,,0.476316634553629,0.531390494540784,0.103468913609421,6,2,8,20260882,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SMAD4,TCGA_MC3_Bailey2018,382,36,346,,,,0.528098908156712,0.59810533076429,0.15368792836602,7,2,9,20260882,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SOX9,TCGA_MC3_Bailey2018,382,42,340,,,,0.528641456582633,0.694467787114846,0.189037033433604,7,4,8,20260883,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SOX9,TCGA_MC3_Bailey2018,382,42,340,,,,0.565826330532213,0.62703081232493,0.245733172638541,7,5,9,20260883,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,SOX9,TCGA_MC3_Bailey2018,382,42,340,,,,0.509243697478992,0.572829131652661,0.137836098477357,6,2,10,20260883,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TCF7L2,TCGA_MC3_Bailey2018,382,32,350,,,,0.474285714285714,0.421339285714286,0.0697715418382283,6,1,10,20260884,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TCF7L2,TCGA_MC3_Bailey2018,382,32,350,,,,0.525446428571429,0.521696428571429,0.129382458649685,9,8,10,20260884,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TCF7L2,TCGA_MC3_Bailey2018,382,32,350,,,,0.522589285714286,0.466071428571429,0.0908138920705188,8,4,10,20260884,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TP53,TCGA_MC3_Bailey2018,382,161,221,,,,0.723925690677609,0.794412748376943,0.696709259792133,4,3,5,20260885,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TP53,TCGA_MC3_Bailey2018,382,161,221,,,,0.72725611983924,0.782159017453135,0.649347939501608,4,1,5,20260885,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,COAD,TP53,TCGA_MC3_Bailey2018,382,161,221,,,,0.790337539698154,0.863269722604761,0.809389895185262,2,2,3,20260885,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,EGFR,TCGA_MC3_Bailey2018,240,40,200,,,,0.5425,0.611125,0.241259424206034,6,5,10,20260886,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,EGFR,TCGA_MC3_Bailey2018,240,40,200,,,,0.5175,0.51625,0.198008867088995,9,4,10,20260886,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,EGFR,TCGA_MC3_Bailey2018,240,40,200,,,,0.4875,0.565625,0.191090185714829,8,5,10,20260886,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PIK3CA,TCGA_MC3_Bailey2018,240,22,218,,,,0.526897414512094,0.493119266055046,0.101518625976065,9,1,10,20260887,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PIK3CA,TCGA_MC3_Bailey2018,240,22,218,,,,0.499582985821518,0.42535446205171,0.088367451948388,8,1,10,20260887,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PIK3CA,TCGA_MC3_Bailey2018,240,22,218,,,,0.470183486238532,0.508548790658882,0.0920165287492088,8,1,10,20260887,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PTEN,TCGA_MC3_Bailey2018,240,53,187,,,,0.469478357380688,0.509433962264151,0.227209366825031,6,1,8,20260888,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PTEN,TCGA_MC3_Bailey2018,240,53,187,,,,0.541015033800827,0.570477247502775,0.286706840097856,5,1,10,20260888,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,PTEN,TCGA_MC3_Bailey2018,240,53,187,,,,0.526233477953789,0.555947936636061,0.254349579848104,7,3,9,20260888,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,TP53,TCGA_MC3_Bailey2018,240,52,188,,,,0.596358428805237,0.670928805237316,0.374096429683042,7,3,7,20260889,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,TP53,TCGA_MC3_Bailey2018,240,52,188,,,,0.596358428805237,0.692205400981997,0.406920628585524,7,3,8,20260889,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,GBM,TP53,TCGA_MC3_Bailey2018,240,52,188,,,,0.592675941080196,0.723097381342062,0.391488057097467,5,2,8,20260889,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,431,28,403,,,,0.488833746898263,0.531637717121588,0.070167158824109,5,1,10,20260890,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,431,28,403,,,,0.491315136476427,0.571251329315845,0.0827588270337508,3,1,5,20260890,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,AJUBA,TCGA_MC3_Bailey2018,431,28,403,,,,0.495524636653669,0.520205600850762,0.0783439768112155,6,5,10,20260890,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CASP8,TCGA_MC3_Bailey2018,431,47,384,,,,0.540613918439716,0.710660460992908,0.210280345980603,10,5,10,20260891,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CASP8,TCGA_MC3_Bailey2018,431,47,384,,,,0.597711657801419,0.765403368794326,0.334785851607261,9,5,10,20260891,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CASP8,TCGA_MC3_Bailey2018,431,47,384,,,,0.597490026595745,0.773105053191489,0.330866164349537,4,3,5,20260891,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CDKN2A,TCGA_MC3_Bailey2018,431,92,339,,,,0.489835834295242,0.526035654739002,0.228529773467329,8,1,10,20260892,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CDKN2A,TCGA_MC3_Bailey2018,431,92,339,,,,0.513049890983712,0.558451968705913,0.257892926432811,3,2,8,20260892,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,CDKN2A,TCGA_MC3_Bailey2018,431,92,339,,,,0.49488585353341,0.47787610619469,0.213866826207205,6,4,9,20260892,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,EP300,TCGA_MC3_Bailey2018,431,30,401,,,,0.582543640897756,0.573649210307564,0.128880758678216,8,3,10,20260893,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,EP300,TCGA_MC3_Bailey2018,431,30,401,,,,0.532543640897756,0.557938487115545,0.10258026321498,5,2,7,20260893,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,EP300,TCGA_MC3_Bailey2018,431,30,401,,,,0.547963424771405,0.589609310058188,0.110775266238896,5,4,6,20260893,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,EPHA2,TCGA_MC3_Bailey2018,431,23,408,,,,0.518062659846547,0.529944586530264,0.119697851200348,1,1,3,20260894,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,EPHA2,TCGA_MC3_Bailey2018,431,23,408,,,,0.50825873827792,0.573529411764706,0.0901055287279877,7,3,10,20260894,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,EPHA2,TCGA_MC3_Bailey2018,431,23,408,,,,0.488970588235294,0.417092924126172,0.0502865184128693,4,1,9,20260894,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,FAT1,TCGA_MC3_Bailey2018,431,96,335,,,,0.542879353233831,0.601927860696517,0.271440174794998,10,9,10,20260895,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,FAT1,TCGA_MC3_Bailey2018,431,96,335,,,,0.455799129353234,0.466449004975124,0.196191881066488,7,3,9,20260895,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,FAT1,TCGA_MC3_Bailey2018,431,96,335,,,,0.516930970149254,0.534172885572139,0.245562633160334,7,3,10,20260895,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,FBXW7,TCGA_MC3_Bailey2018,431,28,403,,,,0.499246721020915,0.557780928748671,0.076048065543202,9,6,10,20260896,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,FBXW7,TCGA_MC3_Bailey2018,431,28,403,,,,0.500487415809996,0.508241758241758,0.0636852263004581,8,1,9,20260896,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,FBXW7,TCGA_MC3_Bailey2018,431,28,403,,,,0.495037220843673,0.380272952853598,0.0504717976668488,3,1,8,20260896,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HLA-B,TCGA_MC3_Bailey2018,431,20,411,,,,0.491484184914842,0.496350364963504,0.0594727339637066,5,1,8,20260897,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HLA-B,TCGA_MC3_Bailey2018,431,20,411,,,,0.516484184914842,0.548783454987835,0.064284959793422,4,1,10,20260897,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HLA-B,TCGA_MC3_Bailey2018,431,20,411,,,,0.485401459854015,0.604744525547445,0.0689086796294984,8,4,9,20260897,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,431,27,404,,,,0.527136046938027,0.667125045837917,0.160724709790223,2,1,7,20260898,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,431,27,404,,,,0.538228822882288,0.631188118811881,0.131229843103521,2,1,5,20260898,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HRAS,TCGA_MC3_Bailey2018,431,27,404,,,,0.522185551888522,0.753667033370004,0.171001939844348,5,4,7,20260898,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HUWE1,TCGA_MC3_Bailey2018,431,40,391,,,,0.520875959079284,0.607864450127877,0.137475108923117,9,3,10,20260899,TRUE
ProvGigaPath,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HUWE1,TCGA_MC3_Bailey2018,431,40,391,,,,0.539482097186701,0.607736572890026,0.144830750148192,9,4,10,20260899,TRUE
TITAN,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,HUWE1,TCGA_MC3_Bailey2018,431,40,391,,,,0.514482097186701,0.596611253196931,0.148415274351671,9,8,10,20260899,TRUE
GigaSSL,binary,driver_mutation,Bailey_tissue_specific_driver,HNSC,KEAP1,TCGA_MC3_Bailey2018,431,20,411,,,,0.585401459854015,0.735644768856448,0.162999284413454,5,4,8,20260900,TRUE
