outer_fold,outer_test_positive,outer_test_negative,primary_component,primary_inner_ba,equal_component,equal_inner_ba,equal_threshold,optimized_component,optimized_inner_ba,optimized_threshold,outer_training_prior_positive,layer,foundation_model,family,tumor_type,endpoint
1,5,26,8,0.547330097087379,1,0.59253640776699,-1.86214026598985,2,0.678094660194175,-3.10553930454692,0.134453781512605,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,NOTCH
2,4,26,12,0.564249000571102,2,0.618789263278127,-1.80151564417342,12,0.68703597944032,-10.6643303452077,0.141666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,NOTCH
3,4,26,3,0.549400342661336,2,0.540262707024557,-1.80151564417342,2,0.599657338663621,-2.80551470247585,0.141666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,NOTCH
4,4,26,6,0.500571102227299,1,0.525699600228441,-1.80151564417342,2,0.614791547687036,-3.18878873036641,0.141666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,NOTCH
5,4,25,3,0.544966063348416,4,0.550904977375566,-1.81117755508516,6,0.610011312217195,-10.9640489221573,0.140495867768595,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,NOTCH
1,6,25,4,0.597235238987816,1,0.628397375820056,-1.48366852514507,5,0.655342080599812,-3.2295554285633,0.184873949579832,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,PI3K
2,6,25,1,0.587863167760075,2,0.602624179943768,-1.48366852514507,2,0.661668228678538,-2.38710231877794,0.184873949579832,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,PI3K
3,6,24,10,0.683673469387755,10,0.658163265306123,-1.49392502531226,10,0.693877551020408,1.32607403862891,0.183333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,PI3K
4,5,24,10,0.637089618456078,8,0.648624667258208,-1.44947326274142,8,0.660159716060337,-2.09582022001591,0.190082644628099,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,PI3K
5,5,24,11,0.545031055900621,11,0.546362023070098,-1.44947326274142,10,0.590283939662822,-11.3807012266698,0.190082644628099,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,PI3K
1,24,7,10,0.606286186931348,10,0.606286186931348,1.27450295513177,20,0.677212572373863,61.3135767707885,0.781512605042017,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,RTK RAS
2,24,7,6,0.537841191066998,1,0.531844499586435,1.27450295513177,17,0.585814722911497,31.7479224869975,0.781512605042017,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,RTK RAS
3,23,7,10,0.503682487725041,3,0.534779050736498,1.28519824424852,4,0.617430441898527,2.35727012277059,0.783333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,RTK RAS
4,23,6,7,0.536643026004728,8,0.547084318360914,1.24745791626567,7,0.568163908589441,1.81838375551921,0.776859504132231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,RTK RAS
5,23,6,12,0.5575256107171,11,0.573483057525611,1.24745791626567,6,0.641646966115051,3.91540359347668,0.776859504132231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,RTK RAS
1,13,18,7,0.489795918367347,7,0.485714285714286,-0.356674943938732,3,0.546938775510204,-3.00923676777913,0.411764705882353,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TGF-Beta
2,13,18,18,0.58265306122449,18,0.58265306122449,-0.356674943938732,6,0.622448979591837,-1.69648583572337,0.411764705882353,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TGF-Beta
3,12,18,17,0.628571428571429,17,0.628571428571429,-0.336472236621213,11,0.664285714285714,-3.61425852726985,0.416666666666667,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TGF-Beta
4,12,17,1,0.530985915492958,10,0.535774647887324,-0.350656871613169,11,0.543943661971831,1.70928208368084,0.413223140495868,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TGF-Beta
5,12,17,4,0.613943661971831,6,0.612816901408451,-0.350656871613169,11,0.637605633802817,-4.17242882928867,0.413223140495868,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TGF-Beta
1,21,10,3,0.51318391562294,2,0.548121292023731,0.795801334620029,2,0.612722478576137,1.56626322574471,0.689075630252101,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TP53
2,21,10,7,0.670072511535926,8,0.657877389584707,0.795801334620029,13,0.714238628872775,16.103575581946,0.689075630252101,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TP53
3,21,9,17,0.588575096277279,14,0.589537869062901,0.769133087537867,13,0.659178433889602,8.76669753938635,0.683333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TP53
4,20,9,20,0.631737476220672,20,0.644895370957514,0.781254448070212,20,0.669625871908687,35.1863659239116,0.685950413223141,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TP53
5,20,9,11,0.571972098922004,2,0.619689283449588,0.781254448070212,7,0.644419784400761,3.44931400930469,0.685950413223141,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PAAD,TP53
1,5,27,12,0.720634920634921,6,0.785714285714286,-1.76358859226136,3,0.796825396825397,-3.38833171890449,0.146341463414634,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,Cell Cycle
2,5,27,5,0.679365079365079,5,0.696825396825397,-1.76358859226136,4,0.723809523809524,-3.00080275006625,0.146341463414634,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,Cell Cycle
3,5,26,12,0.711740041928721,11,0.711740041928721,-1.7730673362159,10,0.771488469601677,-8.33931880497148,0.145161290322581,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,Cell Cycle
4,4,26,6,0.663356504468719,1,0.662115193644489,-1.71900011494563,3,0.745779543197617,-2.79418288595462,0.152,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,Cell Cycle
5,4,26,14,0.715988083416088,11,0.732869910625621,-1.71900011494563,13,0.77408142999007,-20.2371025604269,0.152,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,Cell Cycle
1,11,22,4,0.69178281068525,5,0.698315911730546,-0.717244732139006,5,0.717044134727062,-1.20435442026693,0.328,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,RTK RAS
2,11,21,2,0.655236728837877,3,0.693974175035868,-0.729079189786009,3,0.743185078909613,-1.15702388807782,0.325396825396825,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,RTK RAS
3,10,21,2,0.697619047619048,2,0.692436974789916,-0.704981638206948,2,0.728711484593838,-1.48768690602147,0.330708661417323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,RTK RAS
4,10,21,3,0.673669467787115,2,0.73375350140056,-0.704981638206948,2,0.73375350140056,-0.669447708460854,0.330708661417323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,RTK RAS
5,10,21,2,0.661764705882353,1,0.715966386554622,-0.704981638206948,1,0.734173669467787,-1.10330012225984,0.330708661417323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PCPG,RTK RAS
1,22,56,5,0.56520282459667,4,0.577985670841709,-0.941263652805535,4,0.595510540693779,-1.04836909405035,0.280645161290323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,Cell Cycle
2,22,56,6,0.567444977063038,6,0.575460027833617,-0.941263652805535,6,0.587521261790629,-1.13724907762163,0.280645161290323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,Cell Cycle
3,22,56,8,0.56576980568012,3,0.579248492345755,-0.941263652805535,7,0.579660842224628,-0.740547058903284,0.280645161290323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,Cell Cycle
4,22,56,14,0.55357971238596,4,0.601670017009433,-0.941263652805535,3,0.619761867944951,-1.18727535601087,0.280645161290323,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,Cell Cycle
5,21,55,6,0.562905844155844,6,0.55762987012987,-0.934309237376833,2,0.574472402597403,-1.61995379512214,0.282051282051282,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,Cell Cycle
1,9,70,10,0.561375899280576,1,0.64152428057554,-2.16188521089091,1,0.655912769784173,-2.03408952475701,0.103225806451613,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,MYC
2,8,70,18,0.631458469587966,18,0.632221495530848,-2.13111355222416,1,0.668301722258557,-3.21238638417271,0.106109324758842,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,MYC
3,8,70,17,0.544909526923915,1,0.594942228035753,-2.13111355222416,1,0.647536516241552,-2.66327924430476,0.106109324758842,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,MYC
4,8,69,1,0.551645487129358,1,0.603616813294233,-2.13470422035489,1,0.623330074942978,-1.9565997057454,0.105769230769231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,MYC
5,8,69,5,0.580971000325839,1,0.597262952101662,-2.13470422035489,1,0.663734115347019,-2.52643629528462,0.105769230769231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,MYC
1,11,67,11,0.575234293648039,1,0.607558139534884,-1.82978686481729,3,0.655501561957654,-2.09030292620598,0.138263665594855,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,NOTCH
2,11,67,6,0.588293995140576,4,0.608989934050677,-1.82978686481729,3,0.619055883373829,-2.47235666585489,0.138263665594855,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,NOTCH
3,11,67,11,0.586862200624783,1,0.615888580354044,-1.82978686481729,1,0.660664699757029,-1.57912888324068,0.138263665594855,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,NOTCH
4,11,67,11,0.602221450885109,1,0.636844845539743,-1.82978686481729,19,0.658668864977438,-10.6113168024639,0.138263665594855,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,NOTCH
5,10,67,15,0.542571234735414,1,0.621268656716418,-1.8067973465926,1,0.64365671641791,-1.67832829925395,0.141025641025641,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,NOTCH
1,27,52,10,0.655153099327857,4,0.669436146377894,-0.683485269648208,5,0.690533980582524,-1.29928244762503,0.335483870967742,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,PI3K
2,26,52,3,0.613083680073971,2,0.611141932501156,-0.673915818632058,3,0.621312991215904,-0.484997034258422,0.337620578778135,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,PI3K
3,26,52,7,0.629241793804901,12,0.628224687933426,-0.673915818632058,12,0.640083217753121,-0.837183255068278,0.337620578778135,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,PI3K
4,26,51,15,0.619668737060041,7,0.638440303657695,-0.678758443107846,7,0.640786749482402,-0.753968238634116,0.336538461538462,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,PI3K
5,26,51,3,0.599102829537612,4,0.602622498274672,-0.678758443107846,2,0.634575569358178,-0.261729058498084,0.336538461538462,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,PI3K
1,12,67,19,0.581604084321476,3,0.608448616600791,-1.74730770665722,3,0.619812252964427,-1.63572402152673,0.148387096774194,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,RTK RAS
2,12,66,14,0.522354388843314,4,0.56312551271534,-1.75108842949713,13,0.599220672682527,-6.42795531503728,0.147909967845659,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,RTK RAS
3,12,66,18,0.597456931911403,17,0.597005742411813,-1.75108842949713,18,0.659064807219032,-7.72400954148469,0.147909967845659,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,RTK RAS
4,11,66,19,0.60606182256122,20,0.608470493777599,-1.72958222427616,16,0.64468085106383,-4.29523068266157,0.150641025641026,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,RTK RAS
5,11,66,14,0.511521477318346,1,0.539863508631072,-1.72958222427616,1,0.58089120835006,-1.91456928949877,0.150641025641026,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,RTK RAS
1,5,73,1,0.5,2,0.506443298969072,-2.6775909936175,1,0.552147766323024,-3.62437824176727,0.0643086816720257,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TGF-Beta
2,5,73,19,0.524226804123711,19,0.515635738831615,-2.6775909936175,1,0.581357388316151,-3.32915363356637,0.0643086816720257,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TGF-Beta
3,5,73,4,0.518127147766323,4,0.512371134020619,-2.6775909936175,3,0.541237113402062,-6.19848320780891,0.0643086816720257,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TGF-Beta
4,5,73,17,0.542353951890034,3,0.530498281786942,-2.6775909936175,16,0.608333333333333,-11.5406305082418,0.0643086816720257,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TGF-Beta
5,5,72,1,0.5,1,0.511643835616438,-2.68102152871429,1,0.566438356164384,-2.43495027016698,0.0641025641025641,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TGF-Beta
1,17,62,1,0.573424796747968,1,0.626778455284553,-1.34644845257269,2,0.676892784552846,-1.73296675309907,0.206451612903226,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TP53
2,16,62,18,0.649906191369606,7,0.666010006253909,-1.33094426603673,5,0.683114446529081,-2.10938257644046,0.209003215434084,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TP53
3,16,62,20,0.61869918699187,1,0.675140712945591,-1.33094426603673,2,0.685741088180113,-1.16430271861442,0.209003215434084,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TP53
4,16,61,16,0.639676113360324,11,0.640890688259109,-1.33500106673234,18,0.694331983805668,-7.26029571206107,0.208333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TP53
5,16,61,11,0.61336032388664,1,0.64331983805668,-1.33500106673234,1,0.663157894736842,-1.71561324677331,0.208333333333333,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,TP53
1,29,50,10,0.547438672438672,2,0.560019841269841,-0.569768159399441,1,0.598304473304473,-0.471368440936748,0.361290322580645,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,WNT
2,28,50,2,0.583534459640654,1,0.61082059533387,-0.560879211982195,1,0.624072584249575,-0.509475889695193,0.363344051446945,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,WNT
3,28,50,4,0.609502100652543,3,0.617144900330741,-0.560879211982195,1,0.629860552426924,-0.760267627786557,0.363344051446945,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,WNT
4,28,49,4,0.578400853826655,1,0.58015742428959,-0.565917006012152,1,0.592231066838618,-0.604568585179345,0.362179487179487,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,WNT
5,28,49,2,0.585227020056032,1,0.592720238359941,-0.565917006012152,1,0.618179392537911,-0.662671033987728,0.362179487179487,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,PRAD,WNT
1,7,10,14,0.704365079365079,14,0.704365079365079,-0.251314428280906,3,0.751984126984127,-2.5164605385261,0.4375,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,Cell Cycle
2,7,9,16,0.739864864864865,16,0.739864864864865,-0.278713402469021,5,0.802123552123552,-5.0025390321111,0.430769230769231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,Cell Cycle
3,7,9,1,0.66023166023166,1,0.628378378378378,-0.278713402469021,1,0.700772200772201,0.156671049293311,0.430769230769231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,Cell Cycle
4,7,9,1,0.61969111969112,1,0.610521235521236,-0.278713402469021,1,0.700772200772201,0.398280229745266,0.430769230769231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,Cell Cycle
5,7,9,3,0.776061776061776,3,0.776061776061776,-0.278713402469021,2,0.784749034749035,-0.332732964002441,0.430769230769231,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,Cell Cycle
1,6,16,1,0.61038961038961,1,0.675324675324675,-1.05209227303322,1,0.699134199134199,-0.818095022599443,0.258823529411765,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,NOTCH
2,6,16,2,0.703463203463203,3,0.754689754689755,-1.05209227303322,3,0.754689754689755,-1.0029152131589,0.258823529411765,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,NOTCH
3,6,16,1,0.627344877344877,1,0.636724386724387,-1.05209227303322,6,0.65945165945166,-3.14115007970906,0.258823529411765,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,NOTCH
4,5,16,1,0.596618357487923,2,0.641821946169772,-1.00764051046238,1,0.69496204278813,-1.1597382047604,0.267441860465116,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,NOTCH
5,5,15,3,0.661005434782609,3,0.657608695652174,-1.02338886743052,6,0.685461956521739,-2.91192854342327,0.264367816091954,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,NOTCH
1,5,17,18,0.625,18,0.625,-1.17865499634165,12,0.636538461538462,-11.4735666806029,0.235294117647059,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,PI3K
2,5,17,7,0.625,1,0.661538461538462,-1.17865499634165,10,0.675,-15.2404898075779,0.235294117647059,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,PI3K
3,5,16,8,0.609090909090909,1,0.631060606060606,-1.19392246847243,8,0.686363636363636,-2.14137960014398,0.232558139534884,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,PI3K
4,5,16,13,0.674242424242424,13,0.674242424242424,-1.19392246847243,6,0.725757575757576,-5.91954656914415,0.232558139534884,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,PI3K
5,5,16,4,0.671969696969697,2,0.699242424242424,-1.19392246847243,2,0.699242424242424,-1.1108474533284,0.232558139534884,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,PI3K
1,16,7,19,0.608333333333333,2,0.625,0.916290731874155,2,0.658333333333333,2.3793658298371,0.714285714285714,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,RTK RAS
2,15,6,8,0.556065573770492,8,0.547868852459016,0.891998039305111,2,0.583934426229508,1.81465744317108,0.709302325581395,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,RTK RAS
3,15,6,13,0.637049180327869,1,0.634098360655738,0.891998039305111,14,0.668852459016394,11.3719643148414,0.709302325581395,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,RTK RAS
4,15,6,6,0.596065573770492,6,0.595081967213115,0.891998039305111,5,0.64327868852459,1.41532005677643,0.709302325581395,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,RTK RAS
5,15,6,4,0.617049180327869,5,0.620655737704918,0.891998039305111,13,0.698688524590164,58.236916133442,0.709302325581395,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,RTK RAS
1,6,16,1,0.636160714285714,1,0.660714285714286,-1.11436064563625,1,0.700892857142857,-1.6133872575206,0.247058823529412,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,TGF-Beta
2,6,16,18,0.707589285714286,15,0.707589285714286,-1.11436064563625,3,0.771205357142857,-1.67250447187822,0.247058823529412,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,TGF-Beta
3,5,16,4,0.619318181818182,3,0.663352272727273,-1.06784063000136,3,0.677556818181818,-1.65283963539997,0.255813953488372,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,TGF-Beta
4,5,16,6,0.610085227272727,3,0.678267045454545,-1.06784063000136,2,0.721590909090909,-1.95343715187751,0.255813953488372,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,TGF-Beta
5,5,16,8,0.595170454545455,1,0.616477272727273,-1.06784063000136,1,0.645596590909091,-1.45142833570235,0.255813953488372,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,READ,TGF-Beta
1,29,16,14,0.574759751271905,1,0.585570944036179,0.642716326933053,1,0.616237987563595,0.901317228392296,0.655367231638418,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,SARC,Cell Cycle
2,29,16,10,0.616591294516676,1,0.623092142453364,0.642716326933053,1,0.654607122668174,0.813607940923317,0.655367231638418,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,SARC,Cell Cycle
3,29,15,1,0.698692992213571,1,0.699666295884316,0.626455806061273,1,0.717463848720801,0.276888394491468,0.651685393258427,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,SARC,Cell Cycle
4,29,15,1,0.623470522803115,1,0.687847608453838,0.626455806061273,1,0.69646829810901,0.583559151226083,0.651685393258427,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,SARC,Cell Cycle
5,29,15,4,0.614293659621802,1,0.663097886540601,0.626455806061273,1,0.667964404894327,0.548157907389732,0.651685393258427,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,SARC,Cell Cycle
1,5,40,15,0.614490445859873,1,0.712101910828026,-2.06051353179432,1,0.712101910828026,-2.0504429793783,0.112994350282486,TITAN permutation/FDR screen,TITAN,oncogenic_pathway,SARC,HIPPO
