foundation_model,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc,ppv,npv,prevalence,no_skill_pr_auc,crossing,selected_components_median,selected_components_min,selected_components_max,selected_components_ceiling_fraction,stability_job_id,stability_repeat,outcome_type,family,subfamily,tumor_type,endpoint,source,n,positive,negative,seed,effect,primary_union_positive,primary_near_threshold,selection_reason,fastPLS_version,fastPLS_remote_sha
ProvGigaPath,0.155900453665469,0.300201559370511,0.416035837826934,,,,,,,,,,FALSE,1,1,1,0,865,2,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20781680,0.155900453665469,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.191168174582571,0.293863215240405,0.496433989245353,,,,,,,,,,FALSE,1,1,1,0,865,2,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20781680,0.191168174582571,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.127283097668104,0.30524798376554,0.39609902194347,,,,,,,,,,FALSE,1,1,1,0,865,3,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20791680,0.127283097668104,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.136361567272124,0.303656156506151,0.412604428887124,,,,,,,,,,FALSE,1,1,1,0,865,3,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20791680,0.136361567272124,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.169893291907641,0.29770290469757,0.491406855169197,,,,,,,,,,FALSE,1,1,1,0,865,3,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20791680,0.169893291907641,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.110928441734541,0.308094871374753,0.376493648968965,,,,,,,,,,FALSE,1,1,1,0,865,4,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20801680,0.110928441734541,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.104785698530915,0.309157378617533,0.383808638961939,,,,,,,,,,FALSE,1,1,2,0,865,4,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20801680,0.104785698530915,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.154508946758232,0.300448900177578,0.467937397783232,,,,,,,,,,FALSE,1,1,2,0,865,4,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20801680,0.154508946758232,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.145427771681313,0.302058108116262,0.413133837696457,,,,,,,,,,FALSE,1,1,1,0,865,5,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20811680,0.145427771681313,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.158430529041215,0.299751314739828,0.421161954853277,,,,,,,,,,FALSE,1,1,1,0,865,5,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20811680,0.158430529041215,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.189819605399483,0.294108092985782,0.499535455017873,,,,,,,,,,FALSE,1,1,1,0,865,5,continuous,rna_pathway_activity,glutathione synthesis and recycling,SARC,REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,252,,,20811680,0.189819605399483,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0253504350986331,0.289004969030894,0.111889859036398,,,,,,,,,,FALSE,1,1,1,0,866,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771681,-0.0253504350986331,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.167371505416894,0.260432262924012,0.338457290132548,,,,,,,,,,FALSE,1,1,2,0,866,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771681,0.167371505416894,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.143448730467464,0.264147090502062,0.494266778876499,,,,,,,,,,FALSE,2,1,2,0,866,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771681,0.143448730467464,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.00832890968056943,0.286596088875079,0.0810409215232485,,,,,,,,,,FALSE,1,1,2,0,866,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781681,-0.00832890968056943,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.209995459197222,0.253678665073269,0.385493372606775,,,,,,,,,,TRUE,2,1,2,0,866,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781681,0.209995459197222,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0367928102970817,0.280110254232769,0.468230591205554,,,,,,,,,,FALSE,2,1,5,0,866,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781681,0.0367928102970817,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.155753312198739,0.306832757613409,-0.0766226593730276,,,,,,,,,,FALSE,1,1,2,0,866,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791681,-0.155753312198739,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0299126398254808,0.281108885190786,0.163686092993899,,,,,,,,,,FALSE,2,1,2,0,866,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791681,0.0299126398254808,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0581722202579139,0.276984137228934,0.476922470018935,,,,,,,,,,FALSE,2,1,7,0,866,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791681,0.0581722202579139,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0433704049429926,0.291533459880793,0.0502051335998317,,,,,,,,,,FALSE,1,1,1,0,866,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801681,-0.0433704049429926,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.198161392968542,0.255571623219332,0.376354407742478,,,,,,,,,,FALSE,2,1,2,0,866,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801681,0.198161392968542,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.171199957218717,0.25983283524723,0.48159057437408,,,,,,,,,,FALSE,2,1,3,0,866,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801681,0.171199957218717,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.120490056148965,0.302115601539074,-0.0399616031979802,,,,,,,,,,FALSE,1,1,1,0,866,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811681,-0.120490056148965,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.173259533162495,0.259509790903996,0.288594045865769,,,,,,,,,,FALSE,2,1,2,0,866,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811681,0.173259533162495,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.211184584898011,0.253487672867258,0.512649905322954,,,,,,,,,,TRUE,2,1,2,0,866,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_ANDROGEN_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811681,0.211184584898011,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0163182315105146,0.201575483009015,0.427690406059331,,,,,,,,,,FALSE,5,4,6,0,867,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771682,0.0163182315105146,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.154225660573773,0.218351289279854,0.252998106459078,,,,,,,,,,FALSE,1,1,20,0.2,867,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771682,-0.154225660573773,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.092209952737446,0.193643581500578,0.362915527035556,,,,,,,,,,FALSE,4,1,7,0,867,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771682,0.092209952737446,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.198032207184527,0.222456266803458,0.252445823690301,,,,,,,,,,FALSE,6,2,7,0,867,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781682,-0.198032207184527,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.214670849448783,0.223995710923523,0.106038291605302,,,,,,,,,,FALSE,4,1,5,0,867,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781682,-0.214670849448783,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,-0.0753995590879155,0.210763462651198,0.233563012834,,,,,,,,,,FALSE,4,2,5,0,867,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781682,-0.0753995590879155,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0150816304002541,0.204767431269525,0.325899431937724,,,,,,,,,,FALSE,5,1,10,0,867,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791682,-0.0150816304002541,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.189341120223619,0.221647897066772,0.147222806648433,,,,,,,,,,FALSE,4,1,4,0,867,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791682,-0.189341120223619,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0618605704683327,0.196853931476712,0.271959814853777,,,,,,,,,,FALSE,3,2,4,0,867,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791682,0.0618605704683327,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.057176523800559,0.208970101270271,0.27409004839049,,,,,,,,,,FALSE,4,1,6,0,867,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801682,-0.057176523800559,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.223468991181398,0.224805473599934,0.0537160740584894,,,,,,,,,,FALSE,3,1,5,0,867,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801682,-0.223468991181398,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0230833218219539,0.200881138000148,0.30813433620871,,,,,,,,,,FALSE,4,4,4,0,867,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801682,0.0230833218219539,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.00329013211454765,0.20290594744797,0.365953082263833,,,,,,,,,,FALSE,4,4,9,0,867,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811682,0.00329013211454765,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.252580019531615,0.227464243988666,0.15960972017673,,,,,,,,,,FALSE,4,1,5,0,867,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811682,-0.252580019531615,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,-0.0673716035921219,0.209975304771394,0.230196717862403,,,,,,,,,,FALSE,4,2,4,0,867,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_APOPTOSIS,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811682,-0.0673716035921219,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.000227819865957768,0.49233820485604,0.329936355985693,,,,,,,,,,FALSE,4,1,4,0,868,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771683,0.000227819865957768,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.0561771792368204,0.506035987742413,0.305057332211235,,,,,,,,,,FALSE,1,1,4,0,868,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771683,-0.0561771792368204,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0411847122327791,0.482148132445337,0.387926046707343,,,,,,,,,,FALSE,4,3,5,0,868,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771683,0.0411847122327791,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,0.0376686007150101,0.483031376200715,0.391160845781612,,,,,,,,,,FALSE,4,1,4,0,868,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781683,0.0376686007150101,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0513230118928968,0.479592294702225,0.330830528087524,,,,,,,,,,FALSE,1,1,4,0,868,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781683,0.0513230118928968,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.111970388130117,0.464009356348469,0.418078055964654,,,,,,,,,,FALSE,4,3,10,0,868,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781683,0.111970388130117,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.03285938173028,0.500418795516495,0.249289922154429,,,,,,,,,,FALSE,3,1,4,0,868,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791683,-0.03285938173028,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.0142291137731023,0.495885090024189,0.291079318325268,,,,,,,,,,FALSE,1,1,4,0,868,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791683,-0.0142291137731023,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.19671452638169,0.441314269904455,0.482589943193772,,,,,,,,,,FALSE,5,4,7,0,868,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791683,0.19671452638169,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0402694791968601,0.502210677823137,0.221794130023143,,,,,,,,,,FALSE,1,1,4,0,868,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801683,-0.0402694791968601,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.0243425161679027,0.498351320451485,0.261440143067536,,,,,,,,,,FALSE,1,1,3,0,868,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801683,-0.0243425161679027,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.234773269642511,0.430732934593504,0.503589837997054,,,,,,,,,,TRUE,4,3,7,0,868,4,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20801683,0.234773269642511,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0741640281954106,0.51032672962821,0.210761624237324,,,,,,,,,,FALSE,1,1,4,0,868,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811683,-0.0741640281954106,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,-0.10143232554354,0.516763609507562,0.183265832106038,,,,,,,,,,FALSE,1,1,3,0,868,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811683,-0.10143232554354,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0260400829709748,0.485941014368699,0.398051230801599,,,,,,,,,,FALSE,5,1,11,0,868,5,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_INTERFERON_GAMMA_RESPONSE,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20811683,0.0260400829709748,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.141994307234719,0.394163500071882,-0.0267594151062487,,,,,,,,,,FALSE,1,1,1,0,869,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771684,-0.141994307234719,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0116432909817231,0.366691880379703,0.257850305070482,,,,,,,,,,FALSE,1,1,1,0,869,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771684,0.0116432909817231,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.0746496729679573,0.354811369325043,0.416565853145382,,,,,,,,,,FALSE,2,2,2,0,869,1,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20771684,0.0746496729679573,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.0886527717590136,0.384847905716195,0.0579765411319167,,,,,,,,,,FALSE,1,1,2,0,869,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781684,-0.0886527717590136,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
ProvGigaPath,0.0822294960459885,0.353355197842785,0.283097517357458,,,,,,,,,,FALSE,1,1,2,0,869,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781684,0.0822294960459885,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
TITAN,0.134538561037062,0.343137590579004,0.425967809804334,,,,,,,,,,FALSE,2,1,2,0,869,2,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20781684,0.134538561037062,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
GigaSSL,-0.174868935407583,0.399796646219362,0.0399353040185146,,,,,,,,,,FALSE,1,1,2,0,869,3,continuous,rna_pathway_activity,MSigDB Hallmark,SKCM,HALLMARK_PROTEIN_SECRETION,UCSC_Xena_TCGA_PanCancer_RNAseq_MSigDB_2026.1.Hs,97,,,20791684,-0.174868935407583,FALSE,TRUE,near-threshold only,0.3,b518f75285c387632c2443a0c0989d75c9dcda48
