outcome_type,family,tumor_type,endpoint,highlighted,model_n,high_volume,subgroup_variable,subgroup,subgroup_n,positive,negative,denominator_adequate,reason,q2,rmse,spearman,sensitivity,specificity,balanced_accuracy,auc,pr_auc
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Broad race,White,310,,,TRUE,performance estimated,0.25649563490514,0.300677440896864,0.494297310051191,,,,,
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Recorded sex,FEMALE,225,,,TRUE,performance estimated,0.20600089089925,0.283176075354856,0.461317319848293,,,,,
continuous,thorsson,LUAD,TGF-beta Response,FALSE,410,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.240763888536544,0.313740135738283,0.49067481395232,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Broad race,Black or African American,49,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Broad race,Missing,54,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Broad race,White,348,,,TRUE,performance estimated,0.411473271510677,4.49485116748377,0.686496675528696,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Recorded sex,FEMALE,248,,,TRUE,performance estimated,0.430402016171259,4.31018824155633,0.692727970783487,,,,,
continuous,thorsson,LUAD,TIL Regional Fraction,FALSE,460,TRUE,Recorded sex,MALE,212,,,TRUE,performance estimated,0.375366542365627,4.99459826605622,0.674372695980947,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Broad race,White,310,,,TRUE,performance estimated,0.412250668658361,503.90624472181,0.638811024518063,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Recorded sex,FEMALE,225,,,TRUE,performance estimated,0.328833430791448,476.959637111335,0.606333965444585,,,,,
continuous,thorsson,LUAD,Th2 Cells,FALSE,410,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.380036819178104,533.099785807666,0.600698987907964,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Broad race,Asian,8,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Broad race,Black or African American,43,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Broad race,Missing,48,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Broad race,Other recorded race,1,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Broad race,White,310,,,TRUE,performance estimated,0.393532950431334,0.139808205592266,0.639834484623863,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Recorded sex,FEMALE,225,,,TRUE,performance estimated,0.305112568290765,0.15058960328963,0.594381190608634,,,,,
continuous,thorsson,LUAD,Wound Healing,FALSE,410,TRUE,Recorded sex,MALE,185,,,TRUE,performance estimated,0.440122373250896,0.132227321511657,0.679156052906466,,,,,
continuous,thorsson,LUSC,Leukocyte Fraction,FALSE,464,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Leukocyte Fraction,FALSE,464,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Leukocyte Fraction,FALSE,464,TRUE,Broad race,Missing,109,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Leukocyte Fraction,FALSE,464,TRUE,Broad race,White,318,,,TRUE,performance estimated,0.227074902641871,0.146400576705282,0.534978568039408,,,,,
continuous,thorsson,LUSC,Leukocyte Fraction,FALSE,464,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.104859452718746,0.178718175109884,0.54726730506976,,,,,
continuous,thorsson,LUSC,Leukocyte Fraction,FALSE,464,TRUE,Recorded sex,MALE,347,,,TRUE,performance estimated,0.216586761523227,0.13804372353567,0.498161122500501,,,,,
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.26973145908955,0.864423782452984,0.545887389340091,,,,,
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.258530101135027,0.780991298812055,0.563020575761663,,,,,
continuous,thorsson,LUSC,Lymphocyte Infiltration Signature Score,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.278547899038142,0.857435605578983,0.534042745784757,,,,,
continuous,thorsson,LUSC,Proliferation,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Proliferation,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Proliferation,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Proliferation,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.304402343963225,0.330653893497066,0.527239333576145,,,,,
continuous,thorsson,LUSC,Proliferation,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.342784915191009,0.343229758391792,0.559722159780605,,,,,
continuous,thorsson,LUSC,Proliferation,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.25889591352061,0.301927007938511,0.50899881879809,,,,,
continuous,thorsson,LUSC,Stromal Fraction,FALSE,446,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Stromal Fraction,FALSE,446,TRUE,Broad race,Black or African American,27,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Stromal Fraction,FALSE,446,TRUE,Broad race,Missing,102,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Stromal Fraction,FALSE,446,TRUE,Broad race,White,308,,,TRUE,performance estimated,0.230398100935755,0.163117961308727,0.482748816266508,,,,,
continuous,thorsson,LUSC,Stromal Fraction,FALSE,446,TRUE,Recorded sex,FEMALE,115,,,TRUE,performance estimated,0.336566686432454,0.155189404457752,0.585696795280704,,,,,
continuous,thorsson,LUSC,Stromal Fraction,FALSE,446,TRUE,Recorded sex,MALE,331,,,TRUE,performance estimated,0.220386671226177,0.161497105838811,0.455329282260522,,,,,
continuous,thorsson,LUSC,T Cells CD8,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,T Cells CD8,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,T Cells CD8,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,T Cells CD8,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.255753549589549,0.0557457237531956,0.499575447211928,,,,,
continuous,thorsson,LUSC,T Cells CD8,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.203616468736202,0.0573881946227263,0.40026824918701,,,,,
continuous,thorsson,LUSC,T Cells CD8,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.227652865761476,0.0574151450131878,0.478919361452815,,,,,
continuous,thorsson,LUSC,TGF-beta Response,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,TGF-beta Response,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,TGF-beta Response,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,TGF-beta Response,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.271177422466864,0.313508123078602,0.503315815977259,,,,,
continuous,thorsson,LUSC,TGF-beta Response,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.291236361266612,0.329623565071503,0.523465060168742,,,,,
continuous,thorsson,LUSC,TGF-beta Response,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.216103309977527,0.309025806644882,0.467116416517341,,,,,
continuous,thorsson,LUSC,TIL Regional Fraction,FALSE,384,TRUE,Broad race,Asian,7,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,TIL Regional Fraction,FALSE,384,TRUE,Broad race,Black or African American,27,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,TIL Regional Fraction,FALSE,384,TRUE,Broad race,Missing,97,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,TIL Regional Fraction,FALSE,384,TRUE,Broad race,White,253,,,TRUE,performance estimated,0.349566466255064,7.92064379614472,0.672261174863023,,,,,
continuous,thorsson,LUSC,TIL Regional Fraction,FALSE,384,TRUE,Recorded sex,FEMALE,99,,,TRUE,performance estimated,0.35761059086721,7.77586990371832,0.639275200989487,,,,,
continuous,thorsson,LUSC,TIL Regional Fraction,FALSE,384,TRUE,Recorded sex,MALE,285,,,TRUE,performance estimated,0.382512375640054,7.37002702944989,0.683189930899345,,,,,
continuous,thorsson,LUSC,Th1 Cells,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Th1 Cells,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Th1 Cells,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Th1 Cells,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.170419136793351,614.561046405687,0.425450489309331,,,,,
continuous,thorsson,LUSC,Th1 Cells,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.187020183853121,573.614670247869,0.427106655277316,,,,,
continuous,thorsson,LUSC,Th1 Cells,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.164726738456741,626.047790032024,0.416884924925627,,,,,
continuous,thorsson,LUSC,Th2 Cells,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Th2 Cells,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Th2 Cells,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Th2 Cells,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.204650200939579,411.161142303771,0.457033072925888,,,,,
continuous,thorsson,LUSC,Th2 Cells,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.22834031934041,421.52373923263,0.430468012408398,,,,,
continuous,thorsson,LUSC,Th2 Cells,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.163163960635907,395.145361368382,0.429029731672677,,,,,
continuous,thorsson,LUSC,Wound Healing,FALSE,462,TRUE,Broad race,Asian,9,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Wound Healing,FALSE,462,TRUE,Broad race,Black or African American,28,,,FALSE,fewer than 50 subgroup patients,,,,,,,,
continuous,thorsson,LUSC,Wound Healing,FALSE,462,TRUE,Broad race,Missing,108,,,FALSE,demographic field missing,,,,,,,,
continuous,thorsson,LUSC,Wound Healing,FALSE,462,TRUE,Broad race,White,317,,,TRUE,performance estimated,0.22469526009143,0.135503314675307,0.437009585170659,,,,,
continuous,thorsson,LUSC,Wound Healing,FALSE,462,TRUE,Recorded sex,FEMALE,117,,,TRUE,performance estimated,0.245604835145947,0.133104429275067,0.479487025797046,,,,,
continuous,thorsson,LUSC,Wound Healing,FALSE,462,TRUE,Recorded sex,MALE,345,,,TRUE,performance estimated,0.17645039529179,0.133261575686322,0.406662832083294,,,,,
continuous,thorsson,MESO,Leukocyte Fraction,FALSE,75,FALSE,Broad race,Asian,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Leukocyte Fraction,FALSE,75,FALSE,Broad race,Black or African American,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Leukocyte Fraction,FALSE,75,FALSE,Broad race,White,73,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Leukocyte Fraction,FALSE,75,FALSE,Recorded sex,FEMALE,15,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Leukocyte Fraction,FALSE,75,FALSE,Recorded sex,MALE,60,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,FALSE,72,FALSE,Broad race,Asian,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,FALSE,72,FALSE,Broad race,Black or African American,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,FALSE,72,FALSE,Broad race,White,70,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,FALSE,72,FALSE,Recorded sex,FEMALE,14,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Lymphocyte Infiltration Signature Score,FALSE,72,FALSE,Recorded sex,MALE,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Macrophage Regulation,FALSE,72,FALSE,Broad race,Asian,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Macrophage Regulation,FALSE,72,FALSE,Broad race,Black or African American,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Macrophage Regulation,FALSE,72,FALSE,Broad race,White,70,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Macrophage Regulation,FALSE,72,FALSE,Recorded sex,FEMALE,14,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,MESO,Macrophage Regulation,FALSE,72,FALSE,Recorded sex,MALE,58,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,OV,Stromal Fraction,FALSE,65,FALSE,Broad race,Asian,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,OV,Stromal Fraction,FALSE,65,FALSE,Broad race,Black or African American,10,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,OV,Stromal Fraction,FALSE,65,FALSE,Broad race,Missing,2,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,OV,Stromal Fraction,FALSE,65,FALSE,Broad race,Other recorded race,3,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,OV,Stromal Fraction,FALSE,65,FALSE,Broad race,White,49,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,OV,Stromal Fraction,FALSE,65,FALSE,Recorded sex,FEMALE,65,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Broad race,White,144,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Leukocyte Fraction,FALSE,175,FALSE,Recorded sex,MALE,75,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Broad race,White,144,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Recorded sex,FEMALE,100,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Macrophage Regulation,FALSE,175,FALSE,Recorded sex,MALE,75,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Broad race,Asian,5,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Broad race,Black or African American,19,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Broad race,Missing,3,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Broad race,Other recorded race,1,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Broad race,White,129,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Recorded sex,FEMALE,87,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,Stromal Fraction,FALSE,157,FALSE,Recorded sex,MALE,70,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,TGF-beta Response,FALSE,175,FALSE,Broad race,Asian,6,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,TGF-beta Response,FALSE,175,FALSE,Broad race,Black or African American,20,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
continuous,thorsson,PCPG,TGF-beta Response,FALSE,175,FALSE,Broad race,Missing,4,,,FALSE,model has fewer than 200 outcome-labelled patients,,,,,,,,
